D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220608_Pyc\R_07.d ,1,0.796,0.989,1.351,36570.26,186822.96,100,100,100,0.14,,4266.84,1395.86,,,,,3549.38,868.5,0.72,38048.55,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_03.d ,1,0.789,0.997,1.635,120603.31,600646,100,100,100,0.151,,4031.7,0,,,,,2202.75,941.88,0.8,114957.6,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_06.d ,1,0.794,0.99,1.515,202821.26,1256787.38,100,100,100,0.213,,5174.86,2645.72,,,,,3019.88,502.75,0.82,203875.53,,,  ,134.0441,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_06.d ,1,0.79,0.985,1.518,239204.51,1471518.79,100,100,100,0.205,,4701.11,2118.87,,,,,4842.25,302.38,0.93,246526.42,,,  ,134.0441,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_03.d ,1,0.794,0.993,1.749,231680.2,1520891.43,100,100,100,0.227,,4676.39,3392.01,,,,,4292.5,1971.88,0.99,241830.13,,,  ,134.0441,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_04.d ,1,0.793,0.996,1.375,239693.09,1548988.21,100,100,100,0.221,,0,2080.38,,,,,1999.75,909.13,0.85,234566.94,,73.46,  ,134.0441,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_05.d ,1,0.795,0.994,1.365,253722.54,1635019.47,100,100,100,0.217,,5360.06,0,,,,,2352,305.63,0.88,253738.66,,,  ,134.0441,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_02.d ,1,0.796,0.993,1.75,225491.97,1667546.52,100,100,100,0.225,,4413.63,2934.84,,,,,4788.88,2372.5,0.94,239076.44,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_00.d ,1,0.791,0.991,1.746,231358.35,1711530.86,100,100,100,0.229,,4480.05,2800.55,,,,,4680.5,2945.25,1.04,232260.94,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_00.d ,1,0.79,0.994,1.744,230504.11,1759329.16,100,100,100,0.229,,0,2797.23,,,,,2285.63,900.75,0.78,230993.69,,70.64,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_05.d ,1,0.789,0.987,1.744,262454.13,1765786.82,100,100,100,0.225,,0,1879.71,,,,,1792.13,1295.13,0.79,270397.31,,,  ,134.0441,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_02.d ,1,0.792,0.986,1.496,233591.41,1772695.1,100,100,100,0.227,,4604.34,1908.24,,,,,3050.13,785.5,0.78,230420.94,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_01.d ,1,0.792,0.993,1.65,236677.92,1795379.85,100,100,100,0.243,,0,0,,,,,2950.88,1190,0.75,236469.05,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_01.d ,1,0.787,0.993,1.742,244739.03,1844001.14,100,100,100,0.233,,5468.07,2654.86,,,,,4027.38,2329.13,0.92,235580.28,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_04.d ,1,0.789,0.993,1.453,293224.83,1877836.61,100,100,100,0.207,,4114.03,2209.38,,,,,3798.88,914.13,0.82,263260.75,,,  ,134.0441,,,,,,,,,,,
