F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,2.285,4.675,5.99,46181.41,1172489.68,100,100,100,0.423,,0,2792.26,,,,,8.22,2698.81,0.74,59727.93,,71.23,  ,558.0645,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_05.d ,1,3.309,4.234,5.637,112959,1186307,100,100,100,2.328,,0,757,0,757,,113260,,,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,2.276,4.051,5.282,55095.75,1195929.87,100,100,100,0.362,,0,570.26,,,,,11.13,1112.56,0.89,92060.45,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,2.916,3.97,5.986,49173.09,1207232.44,100,100,100,0.809,,0,2282.91,,,,,0,2108.03,0.53,46793.3,,,  ,424.558,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,2.792,4.343,6.97,31814,1219437.67,100,100,100,4.178,,0,0,0,0,,31814,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,2.284,4.616,5.989,60314.8,1231125.52,100,100,100,0.34,,0,1171.72,,,,,27.88,2022.5,0.78,69898.15,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_06.d ,1,3.515,4.246,5.588,117265,1259303,100,100,100,2.073,,0,626,0,626,,117487,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,2.804,4.643,7.021,24103.73,1280309.21,100,100,100,4.217,,702.45,0,-271.6,0,,23950.6,,100.64,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-1x-1.d ,1,2.919,3.902,5.989,36338.19,1298415.74,100,100,100,0.739,,0,2970.15,,,,,0,2625.86,0.48,61492.2,,,  ,248.9664,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,2.274,4.056,5.228,58311.98,1316600.12,100,100,100,0.376,,0,1816.69,,,,,0,1497.28,0.88,77050.61,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,2.276,4.636,7.075,24288.37,1318089.91,100,100,100,4.799,,0,0,0,0,,24288.37,,100,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_05.d ,1,3.813,4.235,5.621,128587,1324491,100,100,100,1.807,,0,828,0,828,,128781,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,2.284,4.582,5.46,64489.59,1330332.51,100,100,100,0.344,,0,1059.58,,,,,32.44,1115.28,0.84,59420.92,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_1.d ,1,2.526,4.67,7.136,27271.52,1379953.48,100,100,100,4.611,,0,0,0,0,,27271.52,,100,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,2.274,4.07,5.238,60089.11,1388259.97,100,100,100,0.385,,0,1094.82,,,,,0,954.34,0.91,112092.63,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,3.128,4.054,5.156,65396.89,1401768.9,100,100,100,0.357,,0,1266.24,,,,,0,995.12,0.94,109418.16,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,2.287,4.057,5.253,66019.45,1418730.65,100,100,100,0.358,,448.6,1175.08,,,,,12.02,1183.08,0.89,108018.63,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,2.278,4.055,5.315,66725.14,1431130.1,100,100,100,0.357,,0,589.08,,,,,0,1007.81,0.91,134725.03,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,3.122,4.08,5.239,53208.96,1436261.93,100,100,100,0.859,,0,529.35,,,,,0,766.39,0.92,120376.02,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,2.284,4.261,5.99,70434.7,1444697.01,100,100,100,0.342,,0,889.98,,,,,10.47,889.71,0.94,132985.95,,,  ,248.9701,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,2.276,4.069,5.279,65243.44,1500452.57,100,100,100,0.383,,0,1006.04,,,,,10.09,1062.36,0.92,134288.78,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,2.952,4.409,7.103,28752.04,1564099.28,100,100,100,4.151,,1750.57,0,328.47,0,,28965.2,,99.26,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,2.275,4.081,5.223,57937.95,1571779.84,100,100,100,0.452,,0,1438.3,,,,,23.56,992.63,0.92,112481.89,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,2.288,4.36,7.869,45767.6,1645437.61,100,100,100,5.582,,0,0,0,0,,45767.6,,100,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,2.274,4.038,5.247,79479.69,1652825.23,100,100,100,0.347,,0,1585.1,,,,,9.5,1679.5,0.87,121072.12,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,2.283,4.248,5.671,86782.75,1699437.9,100,100,100,0.326,,0,858.71,,,,,23.05,305.92,0.95,167071.64,,,  ,133.008,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-1x-1.d ,1,2.918,4.265,7.171,27991.77,1860588.41,100,100,100,4.253,,0,0,0,0,,27991.77,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,2.882,4.361,7.205,42030.28,1887020.2,100,100,100,4.323,,2211.45,0,-473.1,0,,41719.07,,100.75,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,2.76,4.355,6.904,50755.78,1982116.46,100,100,100,4.145,,0,0,0,0,,50755.78,,100,MM,,,,,M,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,2.272,4.043,5.236,96902.24,2038241.97,100,100,100,0.351,,0,1329.3,,,,,0,1150.27,0.92,181537.33,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-1x-2.d ,1,2.906,3.928,5.976,86075.38,2235872.89,100,100,100,0.62,,0,4220.45,,,,,0,4121.61,0.48,92932.55,,,  ,248.9664,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-1x-3.d ,1,2.92,3.943,5.99,95255.97,2240978.9,100,100,100,0.559,,0,4253.65,,,,,0,3544.17,0.57,105879.83,,,  ,248.9664,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-1x-2.d ,1,2.498,3.751,6.79,148691.86,2614725.5,100,100,100,4.291,,0,6961.27,0,0,,148691.86,,100,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\mal_240_1.d ,1,2.274,4.39,5.98,283348.1,9327469.86,100,100,100,0.549,,0,16963.7,,,,,0,13653.07,0.61,247727.52,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_1.d ,1,2.274,4.411,5.98,296070.52,9334787.08,100,100,100,0.525,,0,19889.66,,,,,0,16122.65,0.59,241705.56,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,2.275,4.404,5.98,291848.28,9415995.82,100,100,100,0.538,,0,18854.13,,,,,12.05,17117.84,0.6,238963.47,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,2.273,4.388,5.978,293131.38,9787967.33,100,100,100,0.557,,0,16941.82,,,,,0,15092.43,0.61,257791.7,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,2.272,4.391,5.978,327028.42,10244611.2,100,100,100,0.522,,0,14847.36,,,,,0,14145.51,0.6,268042.13,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_1.d ,1,2.273,4.409,5.978,334767.04,10299393.75,100,100,100,0.513,,0,20982.48,,,,,10.98,18949.05,0.59,264545.34,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,2.273,4.395,5.978,332111.86,10375910.02,100,100,100,0.521,,0,19432.32,,,,,9.94,16324.34,0.6,264516.97,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_2.d ,1,2.273,4.409,5.979,331313.94,10588569.76,100,100,100,0.533,,0,24287.92,,,,,6.23,20239.03,0.59,296530.13,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,2.276,4.344,5.981,282833.82,11522946.32,100,100,100,0.827,,0,15654.95,,,,,26.27,13797.91,0.48,326958.06,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,2.277,4.344,5.983,279366.24,11614957.5,100,100,100,0.835,,0,15915.39,,,,,7.69,14351.58,0.49,295317.03,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,2.274,4.373,5.979,352452.6,12198653.49,100,100,100,0.762,,0,18032.27,,,,,45.61,15270.08,0.48,344429.75,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,2.272,4.372,5.978,354372.06,12531364.6,100,100,100,0.773,,0,19583.49,,,,,11.3,17030.58,0.48,354928.84,,,  ,248.9721,,,,,,,,,,,
