F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220608_Pyc\R_04.d ,1,3.546,4.322,6.036,24515.41,527279.5,100,100,100,0.665,,0,0,,,,,0,0,0.71,17076.41,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,3.183,3.938,5.988,29175.77,539298.87,100,100,100,0.462,,0,1211.01,,,,,0,722.95,0.51,26521.74,,,  ,424.558,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,3.177,4.138,5.189,31920.42,546143.97,100,100,100,0.285,,0,542.05,,,,,15.34,187.88,0.98,29296.61,,,  ,78.9593,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_06.d ,1,3.215,4.324,6.037,24830.51,553626.81,100,100,100,0.671,,0,0,,,,,0,0,0.7,21225.46,,,  ,248.9707,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,3.175,4.064,5.98,46873.83,556591.44,100,100,100,0.198,,0,651.95,,,,,0,814.2,0.94,41333.53,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,3.18,3.931,5.986,32371.64,562671.36,100,100,100,0.448,,0,1471.89,,,,,0,772.21,0.53,27545.19,,,  ,424.558,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,3.176,4.457,5.981,14117.21,572353.86,100,100,100,0.953,,1802.41,2381.67,,,,,181.13,1713.19,0.61,15786.84,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,3.397,4.335,5.091,46279.99,581557.76,100,100,100,0.481,,0,0,,,,,0,0,1.13,46383.07,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_05.d ,1,3.542,4.309,6.032,25816.95,588168.09,100,100,100,0.671,,0,0,,,,,0,0,0.71,24999.33,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_06.d ,1,3.543,4.317,6.033,27467.5,600085.44,100,100,100,0.674,,0,0,,,,,0,0,0.71,22164.92,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,3.185,4.68,5.99,24858.77,623915.58,100,100,100,0.519,,0,837.97,,,,,0,804.85,0.69,26064.33,,,  ,558.0645,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,3.183,4.599,5.989,34470.19,651665.13,100,100,100,0.628,,0,0,,,,,0,485.03,0.72,33340.11,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_05.d ,1,3.327,4.309,6.038,26594.56,653883.55,100,100,100,0.707,,0,0,,,,,0,0,0.75,25992.78,,,  ,248.9707,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,3.175,4.084,5.98,44167.51,657492.69,100,100,100,0.559,,0,677.25,,,,,0,750.31,1.18,73084.12,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,3.173,4.083,5.979,39010.37,674027.68,100,100,100,0.66,,0,884.74,,,,,44.63,578.4,1.17,55184.66,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,3.184,4.567,5.664,37480.24,676687.59,100,100,100,0.301,,0,675.82,,,,,0,288.57,0.82,29912.22,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,3.184,4.28,5.513,61468.03,718238.21,100,100,100,0.279,,0,0,,,,,0,53.41,0.84,62686.77,,,  ,248.9701,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,3.181,4.063,5.994,65513.35,719739.37,100,100,100,0.259,,0,0,,,,,1.78,506.94,0.72,56223.07,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,3.176,4.063,5.242,60856,728400.56,100,100,100,0.199,,0,0,,,,,0,310.72,0.93,44805.89,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,3.18,4.062,5.993,68638.05,741984.07,100,100,100,0.18,,0,0,,,,,33.44,774.36,0.95,70133.07,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,3.174,4.061,5.979,61944.74,749297.41,100,100,100,0.202,,0,1284.29,,,,,121.47,1015.6,0.91,46000.74,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,3.175,4.07,5.504,61195.22,759231.14,100,100,100,0.207,,0,663.26,,,,,40.25,473.63,0.94,75771.09,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,3.187,4.071,5.304,69149.03,813114.26,100,100,100,0.274,,0,809.12,,,,,37.47,506.25,0.82,51628.29,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,3.183,4.273,5.406,74556.95,816149.23,100,100,100,0.271,,0,435.64,,,,,0,51.03,0.88,83460.66,,,  ,248.9701,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,3.172,4.059,5.302,71204.68,839015.31,100,100,100,0.269,,0,907.18,,,,,34.47,267.2,0.75,88034.5,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,3.176,4.07,5.29,71205.54,919597.6,100,100,100,0.286,,0,0,,,,,0,425.86,0.85,86742.47,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,3.174,4.053,5.319,76206.09,923686.74,100,100,100,0.284,,0,0,,,,,26.97,503.38,0.69,60652.89,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,3.172,4.361,5.978,74428.65,2783460.91,100,100,100,0.64,,0,0,,,,,259.56,5280.64,0.48,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,3.174,4.342,5.979,95128.26,2803734.99,100,100,100,0.552,,0,9384.16,,,,,0,5382.69,0.51,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_1.d ,1,3.492,4.385,5.98,180495.2,5353217.62,100,100,100,0.494,,0,10443.7,,,,,0,9742.72,0.69,141770.67,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,3.175,4.379,5.98,179749.49,5354173.81,100,100,100,0.496,,0,8538.47,,,,,141.78,9643.2,0.67,151863.58,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_1.d ,1,3.174,4.365,5.98,175475.74,5355810,100,100,100,0.509,,0,7223.35,,,,,38.94,8170.45,0.71,156337.45,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,3.172,4.367,5.978,192993.58,5508594.49,100,100,100,0.476,,0,10606.08,,,,,0,8112.78,0.7,174262.25,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,3.173,4.36,5.978,181825.29,5599997.76,100,100,100,0.513,,0,9814.79,,,,,45.09,8918.67,0.71,161286.58,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,3.173,4.369,5.978,207034.25,5799167.11,100,100,100,0.467,,1021.76,11069.32,,,,,94.5,8126.18,0.68,167477.97,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_2.d ,1,3.173,4.383,5.979,201421.15,5853200.93,100,100,100,0.484,,0,13896.02,,,,,170.5,11682.36,0.65,162165.95,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_1.d ,1,3.596,4.383,5.978,205082.57,5883069.01,100,100,100,0.478,,0,11916.3,,,,,0,10109.59,0.67,171724.38,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,3.177,4.303,5.983,173798.7,6717010.1,100,100,100,0.73,,0,8872.84,,,,,84.75,8214.88,0.6,248593.19,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,3.176,4.303,5.981,179157.87,6755591.69,100,100,100,0.718,,0,8180.74,,,,,0,7417.69,0.59,245840.81,,,  ,248.9721,,,,,,,,,,,
