Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_001320171.1,5.4.2.2,Escherichia coli,R231,"Phosphoglucomutase (alpha-d-glucose-1,6-bisphosphate-dependent)",R08639,MRL,C00103,C00092,Km_C00092: 0.569383681; Km_C00103: 0.403784841,Kcat_F: 16.40078191; Kcat_R: 13.31428543,C03735;C00620;C01171;C00092;C00668;C00117;C00103,C01171_KI: 0.403784841;C00668_KI: 0.569383681;C00103_KI: 0.403784841;C00092_KI: 0.569383681;C00620_KI: 0.530358553;C00117_KI: 0.554221213;C03735_KI: 0.569383681,Keq: 19.57005447183928
WP_001320171.1,5.4.2.2,Escherichia coli,R232,"Phosphoglucomutase (alpha-d-glucose-1,6-bisphosphate-dependent)",R00959,MRL,C00103,C00668,Km_C00668: 0.569383681; Km_C00103: 0.403784841,Kcat_F: 16.40078191; Kcat_R: 13.31428543,C03735;C00620;C01171;C00092;C00668;C00117;C00103,C01171_KI: 0.403784841;C00668_KI: 0.569383681;C00103_KI: 0.403784841;C00092_KI: 0.569383681;C00620_KI: 0.530358553;C00117_KI: 0.554221213;C03735_KI: 0.569383681,Keq: 0.7310381014009275
WP_001320171.1,5.4.2.2,Escherichia coli,R233,"Phosphoglucomutase (alpha-d-glucose-1,6-bisphosphate-dependent)",R01057,MRL,C00620,C00117,Km_C00117: 0.554221213; Km_C00620: 0.530358553,Kcat_F: 17.61713517; Kcat_R: 14.04424624,C03735;C00620;C01171;C00092;C00668;C00117;C00103,C01171_KI: 0.403784841;C00668_KI: 0.569383681;C00103_KI: 0.403784841;C00092_KI: 0.569383681;C00620_KI: 0.530358553;C00117_KI: 0.554221213;C03735_KI: 0.569383681,Keq: 102.6137884661326
WP_001320171.1,5.4.2.2,Escherichia coli,R234,"Phosphoglucomutase (alpha-d-glucose-1,6-bisphosphate-dependent)",R03319,MRL,C01171,C03735,Km_C03735: 0.569383681; Km_C01171: 0.403784841,Kcat_F: 16.40078191; Kcat_R: 13.31428543,C03735;C00620;C01171;C00092;C00668;C00117;C00103,C01171_KI: 0.403784841;C00668_KI: 0.569383681;C00103_KI: 0.403784841;C00092_KI: 0.569383681;C00620_KI: 0.530358553;C00117_KI: 0.554221213;C03735_KI: 0.569383681,Keq: 41.578427223885676
WP_000095707.1,2.7.2.1,Escherichia coli,R247,Acetate kinase,R00315,MRL,C00002; C00033,C00008; C00227,Km_C00008: 0.151691675; Km_C00227: 1.3033333333333335; Km_C00002: 0.122388884; Km_C00033: 46.92825317,Kcat_F: 1.4999326265; Kcat_R: 776.364246988,C00163;C00008;C00227;C03444;C11592;C00002;C02876;C00033,C00008_KI: 0.151691675;C11592_KI: 10.854500670714286;C02876_KI: 0.5455302;C00227_KI: 0.54825443;C00033_KI: 46.92825317;C00163_KI: 27.57633972;C03444_KI: 0.109046616;C00002_KI: 0.122388884,Keq: 0.0035291418980283843
WP_000095707.1,2.7.2.1,Escherichia coli,R248,Acetate kinase,R01353,MRL,C00002; C00163,C00008; C02876,Km_C00008: 0.151691675; Km_C02876: 0.5455302; Km_C00002: 0.122388884; Km_C00163: 27.57633972,Kcat_F: 1.0643798169999998; Kcat_R: 2.623737873,C00163;C00008;C00227;C03444;C11592;C00002;C02876;C00033,C00008_KI: 0.151691675;C11592_KI: 10.854500670714286;C02876_KI: 0.5455302;C00227_KI: 0.54825443;C00033_KI: 46.92825317;C00163_KI: 27.57633972;C03444_KI: 0.109046616;C00002_KI: 0.122388884,Keq: 1.6234889088636884e-06
WP_000055746.1,6.4.1.2,Escherichia coli,R249,Acetyl-coa carboxylase,R00742,MRL,C00002; C00024; C00011,C00008; C00009; C00083,Km_C00008: 0.041535225; Km_C00009: 0.312815398; Km_C00083: 0.1; Km_C00002: 0.031438239; Km_C00024: 0.023739677; Km_C00011: 0.259498209,Kcat_F: 0.26705086833333336; Kcat_R: 0.21057309933333335,C00008;C04419;C00024;C00011;C00083;C00002;C00009;C06250,C06250_KI: 0.11450010083333334;C00083_KI: 0.017973857;C00002_KI: 0.031438239;C00024_KI: 0.023739677;C00009_KI: 0.312815398;C00011_KI: 0.259498209;C04419_KI: 0.11450010083333334;C00008_KI: 0.041535225,Keq: 39.32771904303767
WP_000055746.1,6.4.1.2,Escherichia coli,R250,Acetyl-coa carboxylase,R04386,MRL,C00024; C04419,C00083; C06250,Km_C00083: 0.1; Km_C06250: 0.0618698385; Km_C00024: 0.023739677; Km_C04419: 0.0618698385,Kcat_F: 0.501296359; Kcat_R: 0.167004759,C00008;C04419;C00024;C00011;C00083;C00002;C00009;C06250,C06250_KI: 0.11450010083333334;C00083_KI: 0.017973857;C00002_KI: 0.031438239;C00024_KI: 0.023739677;C00009_KI: 0.312815398;C00011_KI: 0.259498209;C04419_KI: 0.11450010083333334;C00008_KI: 0.041535225,Keq: 1
WP_000591795.1,2.7.1.11,Escherichia coli,R316,6-phosphofructokinase,R00756,MRL,C00002; C00085,C00008; C00354,Km_C00008: 0.068868771; Km_C00354: 0.123040177; Km_C00002: 0.073803619; Km_C00085: 0.206363901,Kcat_F: 102.0948756; Kcat_R: 68.69468206549999,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 1323.5664777430577
WP_000591795.1,2.7.1.11,Escherichia coli,R317,6-phosphofructokinase,R04779,MRL,C00002; C05345,C00008; C05378,Km_C00008: 0.068868771; Km_C05378: 0.123040177; Km_C00002: 0.073803619; Km_C05345: 0.027499999999999997,Kcat_F: 72.24687560000001; Kcat_R: 68.69468206549999,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 4895.5330073630685
WP_000591795.1,2.7.1.11,Escherichia coli,R318,6-phosphofructokinase,R00767,MRL,C00063; C00085,C00112; C00354,Km_C00112: 0.0586504; Km_C00354: 0.123040177; Km_C00063: 11.0; Km_C00085: 0.206363901,Kcat_F: 113.35434365; Kcat_R: 83.0863661655,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 1467.3414286946108
WP_000591795.1,2.7.1.11,Escherichia coli,R319,6-phosphofructokinase,R00769,MRL,C00075; C00085,C00015; C00354,Km_C00015: 0.147311985; Km_C00354: 0.123040177; Km_C00075: 5.1; Km_C00085: 0.206363901,Kcat_F: 92.367321505; Kcat_R: 56.9284049655,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 1116.8736512277853
WP_000591795.1,2.7.1.11,Escherichia coli,R320,6-phosphofructokinase,R00770,MRL,C00081; C00085,C00104; C00354,Km_C00104: 0.077306546; Km_C00354: 0.123040177; Km_C00081: 2.2; Km_C00085: 0.206363901,Kcat_F: 90.43650879500001; Kcat_R: 55.868415515500004,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 2241.4745010129336
WP_000591795.1,2.7.1.11,Escherichia coli,R321,6-phosphofructokinase,R01843,MRL,C00002; C05382,C00008; C00447,Km_C00008: 0.068868771; Km_C00447: 0.107532084; Km_C00002: 0.073803619; Km_C05382: 2.5,Kcat_F: 59.2198756; Kcat_R: 113.13586243499999,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 803.5584141381472
WP_000591795.1,2.7.1.11,Escherichia coli,R322,6-phosphofructokinase,R03236,MRL,C00002; C01097,C00008; C03785,Km_C00008: 0.068868771; Km_C03785: 0.123040177; Km_C00002: 0.073803619; Km_C01097: 0.206363901,Kcat_F: 108.48623761; Kcat_R: 68.69468206549999,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 4895.5330073630685
WP_000591795.1,2.7.1.11,Escherichia coli,R323,6-phosphofructokinase,R03237,MRL,C00063; C01097,C00112; C03785,Km_C00112: 0.0586504; Km_C03785: 0.123040177; Km_C00063: 11.0; Km_C01097: 0.206363901,Kcat_F: 119.74570566; Kcat_R: 83.0863661655,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 5427.31968362763
WP_000591795.1,2.7.1.11,Escherichia coli,R324,6-phosphofructokinase,R03238,MRL,C00075; C01097,C00015; C03785,Km_C00015: 0.147311985; Km_C03785: 0.123040177; Km_C00075: 5.1; Km_C01097: 0.206363901,Kcat_F: 98.758683515; Kcat_R: 56.9284049655,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 4131.029243021643
WP_000591795.1,2.7.1.11,Escherichia coli,R325,6-phosphofructokinase,R03239,MRL,C00081; C01097,C00104; C03785,Km_C00104: 0.077306546; Km_C03785: 0.123040177; Km_C00081: 2.2; Km_C01097: 0.206363901,Kcat_F: 96.827870805; Kcat_R: 55.868415515500004,C00988;C00044;C00447;C00075;C05345;C05382;C13199;C00354;C00158;C05378;C00631;C00009;C00197;C00085;C00104;C00008;C01097;C00015;C00063;C00074;C00236;C00112;C03785;C00002;C00081,C00002_KI: 0.073803619;C00081_KI: 0.083453357;C00631_KI: 0.216910928;C01097_KI: 0.206363901;C00015_KI: 0.147311985;C03785_KI: 0.123040177;C05345_KI: 0.206363901;C00158_KI: 0.516914785;C00197_KI: 0.272030681;C00008_KI: 0.068868771;C00112_KI: 0.0586504;C00063_KI: 0.092022367;C00447_KI: 0.107532084;C00354_KI: 0.123040177;C00074_KI: 0.149704486;C13199_KI: 0.18061299658333332;C00236_KI: 0.088793822;C00988_KI: 0.215981454;C00009_KI: 0.789816558;C00075_KI: 0.17266877;C05378_KI: 0.123040177;C05382_KI: 0.134634152;C00104_KI: 0.077306546;C00085_KI: 0.206363901;C00044_KI: 0.080094919,Keq: 8290.639412068638
WP_001235264.1,1.3.5.1,Escherichia coli,R340,Succinate dehydrogenase,R02164,MRL,C00042; C00399,C00122; C00390,Km_C00122: 0.230714247; Km_C00390: 0.019629668; Km_C00042: 27.275; Km_C00399: 0.01200348,Kcat_F: 21.95; Kcat_R: 349.5079144075,C00390;C00122;C00383;C04284;C00036;C00042;C00399;C02575,C02575_KI: 0.018486969;C00042_KI: 0.306212515;C00122_KI: 0.230714247;C00390_KI: 0.019629668;C00399_KI: 0.01200348;C00036_KI: 0.099285461;C00383_KI: 0.318282217;C04284_KI: 0.01078486,Keq: 17031.36077352121
WP_000433476.1,1.1.1.38,Escherichia coli,R401,Malate dehydrogenase (oxaloacetate-decarboxylating),R00214,MRL,C00003; C00149,C00004; C00011; C00022; C00080,Km_C00004: 0.025; Km_C00011: 2.194042683; Km_C00022: 1.729395628; Km_C00080: 11.55059338; Km_C00003: 0.065783687; Km_C00149: 0.42,Kcat_F: 69.8151725645; Kcat_R: 6.5988501500000005,C02441;C00022;C00003;C00004;C00011;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00209_KI: 1.175578475;C00011_KI: 2.194042683;C11592_KI: 1.5833840896153848;C00022_KI: 1.729395628;C00004_KI: 0.028450085;C00080_KI: 11.55059338;C00149_KI: 1.041250825;C02441_KI: 0.457719922;C00010_KI: 0.043648634;C00024_KI: 0.041134361;C00036_KI: 0.786031127;C00741_KI: 1.418430209;C00002_KI: 0.051934149;C00003_KI: 0.065783687,Keq: 0.0075538015167582965
WP_000433476.1,1.1.1.38,Escherichia coli,R402,Malate dehydrogenase (oxaloacetate-decarboxylating),R00217,MRL,C00036,C00011; C00022,Km_C00011: 2.194042683; Km_C00022: 1.729395628; Km_C00036: 3.9666666666666663,Kcat_F: 12.41888125; Kcat_R: 7.0515107845,C02441;C00022;C00003;C00004;C00011;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00209_KI: 1.175578475;C00011_KI: 2.194042683;C11592_KI: 1.5833840896153848;C00022_KI: 1.729395628;C00004_KI: 0.028450085;C00080_KI: 11.55059338;C00149_KI: 1.041250825;C02441_KI: 0.457719922;C00010_KI: 0.043648634;C00024_KI: 0.041134361;C00036_KI: 0.786031127;C00741_KI: 1.418430209;C00002_KI: 0.051934149;C00003_KI: 0.065783687,Keq: 334.01924106052337
WP_000789986.1,5.3.1.9,Escherichia coli,R428,Glucose-6-phosphate isomerase,R00771,MRL,C00092,C00085,Km_C00085: 0.2; Km_C00092: 0.28,Kcat_F: 1.292204517; Kcat_R: 0.832305128,C01172;C00092;C00668;C05345;C00085,C00092_KI: 0.678788722;C00668_KI: 0.678788722;C01172_KI: 0.678788722;C00085_KI: 0.676445067;C05345_KI: 0.676445067,Keq: 0.34489156866158693
WP_000789986.1,5.3.1.9,Escherichia coli,R429,Glucose-6-phosphate isomerase,R02740,MRL,C00668,C05345,Km_C05345: 0.147; Km_C00668: 0.678788722,Kcat_F: 1.292204517; Kcat_R: 0.832305128,C01172;C00092;C00668;C05345;C00085,C00092_KI: 0.678788722;C00668_KI: 0.678788722;C01172_KI: 0.678788722;C00085_KI: 0.676445067;C05345_KI: 0.676445067,Keq: 1.591115185218138
WP_000789986.1,5.3.1.9,Escherichia coli,R430,Glucose-6-phosphate isomerase,R03321,MRL,C01172,C05345,Km_C05345: 0.147; Km_C01172: 0.678788722,Kcat_F: 1.292204517; Kcat_R: 0.832305128,C01172;C00092;C00668;C05345;C00085,C00092_KI: 0.678788722;C00668_KI: 0.678788722;C01172_KI: 0.678788722;C00085_KI: 0.676445067;C05345_KI: 0.676445067,Keq: 0.9369542472283082
WP_000789986.1,5.3.1.9,Escherichia coli,R431,Glucose-6-phosphate isomerase,R02739,MRL,C00668,C01172,Km_C01172: 0.678788722; Km_C00668: 0.678788722,Kcat_F: 1.292204517; Kcat_R: 1.292204517,C01172;C00092;C00668;C05345;C00085,C00092_KI: 0.678788722;C00668_KI: 0.678788722;C01172_KI: 0.678788722;C00085_KI: 0.676445067;C05345_KI: 0.676445067,Keq: 1.6981781019990725
WP_000853753.1,3.1.3.11,Escherichia coli,R434,Fructose-bisphosphatase,R00762,MRL,C00001; C00354,C00009; C00085,Km_C00009: 0.320538223; Km_C00085: 0.137154579; Km_C00001: 0.495092779; Km_C00354: 0.068225,Kcat_F: 9.2345918115; Kcat_R: 0.289105657,C00097;C00665;C01172;C00001;C02086;C00447;C05345;C05382;C20679;C00354;C05378;C00009;C06232;C00085;C00008;C00020;C01478;C11215;C00074;C00002;C00736,C06232_KI: 0.131328985;C00074_KI: 0.019488197;C00447_KI: 0.011786909;C00001_KI: 0.495092779;C00085_KI: 0.137154579;C01172_KI: 0.141747043;C00665_KI: 0.028419536;C05378_KI: 0.017616788;C00097_KI: 0.104909003;C00354_KI: 0.017616788;C02086_KI: 0.154976174;C00002_KI: 0.016829839;C20679_KI: 0.130976006;C05345_KI: 0.137154579;C01478_KI: 0.28029269;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C00020_KI: 0.015665423;C00736_KI: 0.104909003;C00009_KI: 0.320538223;C00008_KI: 0.021238409,Keq: 118.59147723031069
WP_000853753.1,3.1.3.11,Escherichia coli,R435,Fructose-bisphosphatase,R04780,MRL,C00001; C05378,C00009; C05345,Km_C00009: 0.320538223; Km_C05345: 0.137154579; Km_C00001: 0.495092779; Km_C05378: 0.002,Kcat_F: 1.4600096685; Kcat_R: 0.289105657,C00097;C00665;C01172;C00001;C02086;C00447;C05345;C05382;C20679;C00354;C05378;C00009;C06232;C00085;C00008;C00020;C01478;C11215;C00074;C00002;C00736,C06232_KI: 0.131328985;C00074_KI: 0.019488197;C00447_KI: 0.011786909;C00001_KI: 0.495092779;C00085_KI: 0.137154579;C01172_KI: 0.141747043;C00665_KI: 0.028419536;C05378_KI: 0.017616788;C00097_KI: 0.104909003;C00354_KI: 0.017616788;C02086_KI: 0.154976174;C00002_KI: 0.016829839;C20679_KI: 0.130976006;C05345_KI: 0.137154579;C01478_KI: 0.28029269;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C00020_KI: 0.015665423;C00736_KI: 0.104909003;C00009_KI: 0.320538223;C00008_KI: 0.021238409,Keq: 32.06263824020573
WP_000853753.1,3.1.3.11,Escherichia coli,R436,Fructose-bisphosphatase,R01845,MRL,C00001; C00447,C00009; C05382,Km_C00009: 0.320538223; Km_C05382: 0.01538996; Km_C00001: 0.495092779; Km_C00447: 0.011786909,Kcat_F: 1.8592338759999998; Kcat_R: 0.5713370975,C00097;C00665;C01172;C00001;C02086;C00447;C05345;C05382;C20679;C00354;C05378;C00009;C06232;C00085;C00008;C00020;C01478;C11215;C00074;C00002;C00736,C06232_KI: 0.131328985;C00074_KI: 0.019488197;C00447_KI: 0.011786909;C00001_KI: 0.495092779;C00085_KI: 0.137154579;C01172_KI: 0.141747043;C00665_KI: 0.028419536;C05378_KI: 0.017616788;C00097_KI: 0.104909003;C00354_KI: 0.017616788;C02086_KI: 0.154976174;C00002_KI: 0.016829839;C20679_KI: 0.130976006;C05345_KI: 0.137154579;C01478_KI: 0.28029269;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C00020_KI: 0.015665423;C00736_KI: 0.104909003;C00009_KI: 0.320538223;C00008_KI: 0.021238409,Keq: 195.33577279060992
WP_001058802.1,1.1.1.2,Escherichia coli,R458,Alcohol dehydrogenase (nadp+),R07328,MRL,C00006; C00069,C00005; C00071; C00080,Km_C00005: 0.071021505; Km_C00071: 1.3257581866666668; Km_C00080: 3.693367481; Km_C00006: 0.212885574; Km_C00069: 1.3257581866666668,Kcat_F: 5.299930475; Kcat_R: 6.078221034,C00116;C00071;C00577;C00006;C06102;C06103;C00084;C00469;C00005;C00226;C00069;C00080,C06102_KI: 0.601238847;C00084_KI: 3.321425915;C00071_KI: 2.4196380335555556;C00577_KI: 2.040300369;C00069_KI: 2.4196380335555556;C00005_KI: 0.071021505;C00080_KI: 3.693367481;C06103_KI: 0.695547163;C00116_KI: 5.371451378;C00469_KI: 5.76950407;C00006_KI: 0.212885574;C00226_KI: 2.4196380335555556,Keq: 1
WP_001058802.1,1.1.1.2,Escherichia coli,R459,Alcohol dehydrogenase (nadp+),R00625,MRL,C00006; C00226,C00005; C00071; C00080,Km_C00005: 0.071021505; Km_C00071: 1.3257581866666668; Km_C00080: 3.693367481; Km_C00006: 0.212885574; Km_C00226: 1.3257581866666668,Kcat_F: 5.299930475; Kcat_R: 6.078221034,C00116;C00071;C00577;C00006;C06102;C06103;C00084;C00469;C00005;C00226;C00069;C00080,C06102_KI: 0.601238847;C00084_KI: 3.321425915;C00071_KI: 2.4196380335555556;C00577_KI: 2.040300369;C00069_KI: 2.4196380335555556;C00005_KI: 0.071021505;C00080_KI: 3.693367481;C06103_KI: 0.695547163;C00116_KI: 5.371451378;C00469_KI: 5.76950407;C00006_KI: 0.212885574;C00226_KI: 2.4196380335555556,Keq: 1
WP_001058802.1,1.1.1.2,Escherichia coli,R460,Alcohol dehydrogenase (nadp+),R00746,MRL,C00006; C00469,C00005; C00080; C00084,Km_C00005: 0.071021505; Km_C00080: 3.693367481; Km_C00084: 28.47; Km_C00006: 0.212885574; Km_C00469: 5.76950407,Kcat_F: 5.4128640165; Kcat_R: 29.789110517,C00116;C00071;C00577;C00006;C06102;C06103;C00084;C00469;C00005;C00226;C00069;C00080,C06102_KI: 0.601238847;C00084_KI: 3.321425915;C00071_KI: 2.4196380335555556;C00577_KI: 2.040300369;C00069_KI: 2.4196380335555556;C00005_KI: 0.071021505;C00080_KI: 3.693367481;C06103_KI: 0.695547163;C00116_KI: 5.371451378;C00469_KI: 5.76950407;C00006_KI: 0.212885574;C00226_KI: 2.4196380335555556,Keq: 0.00068157221139535
WP_001058802.1,1.1.1.2,Escherichia coli,R461,Alcohol dehydrogenase (nadp+),R01041,MRL,C00006; C00116,C00005; C00080; C00577,Km_C00005: 0.071021505; Km_C00080: 3.693367481; Km_C00577: 2.040300369; Km_C00006: 0.212885574; Km_C00116: 5.371451378,Kcat_F: 4.97376151; Kcat_R: 6.9810084435,C00116;C00071;C00577;C00006;C06102;C06103;C00084;C00469;C00005;C00226;C00069;C00080,C06102_KI: 0.601238847;C00084_KI: 3.321425915;C00071_KI: 2.4196380335555556;C00577_KI: 2.040300369;C00069_KI: 2.4196380335555556;C00005_KI: 0.071021505;C00080_KI: 3.693367481;C06103_KI: 0.695547163;C00116_KI: 5.371451378;C00469_KI: 5.76950407;C00006_KI: 0.212885574;C00226_KI: 2.4196380335555556,Keq: 4.716004608063299e-07
