Label,EC,Type,StartingConc,Conc,Mechanisms,Parameters,Species,Relative
C11039,,Metabolite,0.001,,,,,v635
C00118,,Metabolite,0.001,,,,,v636
C01269,,Metabolite,0.001,,,,,v637
C05403,,Metabolite,0.001,,,,,v638
C04702,,Metabolite,0.001,,,,,v639
C02686,,Metabolite,0.001,,,,,v640
C14856,,Metabolite,0.001,,,,,v641
C01212,,Metabolite,0.001,,,,,v642
C00315,,Metabolite,0.001,,,,,v643
C05684,,Metabolite,0.001,,,,,v644
C04058,,Metabolite,0.001,,,,,v645
C03402,,Metabolite,0.001,,,,,v646
C01233,,Metabolite,0.001,,,,,v647
C05757,,Metabolite,0.001,,,,,v648
C03633,,Metabolite,0.001,,,,,v649
C13645,,Metabolite,0.001,,,,,v650
C00127,,Metabolite,0.001,,,,,v651
C06481,,Metabolite,0.001,,,,,v652
C00013,,Metabolite,0,,,,,v653
C04895,,Metabolite,0.001,,,,,v654
C05766,,Metabolite,0.001,,,,,v655
C00253,,Metabolite,0.001,,,,,v656
C04478,,Metabolite,0.001,,,,,v657
C00048,,Metabolite,0,,,,,v658
C00135,,Metabolite,0.001,,,,,v659
C04619,,Metabolite,0.001,,,,,v660
C07649,,Metabolite,0.001,,,,,v661
C05745,,Metabolite,0.001,,,,,v662
C00283,,Metabolite,0.001,,,,,v663
C02553,,Metabolite,0.001,,,,,v664
C00089,,Metabolite,0.001,,,,,v665
C14855,,Metabolite,0.001,,,,,v666
C00222,,Metabolite,0.001,,,,,v667
C04309,,Metabolite,0.001,,,,,v668
C00039,,Metabolite,0.001,,,,,v669
C00120,,Metabolite,0.001,,,,,v670
C00075,,Metabolite,0.001,,,,,v671
C02354,,Metabolite,0.001,,,,,v672
C00256,,Metabolite,3.25,,,,,v673
C00109,,Metabolite,0.001,,,,,v674
C14090,,Metabolite,0.001,,,,,v675
C00946,,Metabolite,0.001,,,,,v676
C13199,,Metabolite,0.001,,,,,v677
C05822,,Metabolite,0.001,,,,,v678
C05752,,Metabolite,0.001,,,,,v679
C02441,,Metabolite,0.001,,,,,v680
C00387,,Metabolite,0.001,,,,,v681
C00035,,Metabolite,0.001,,,,,v682
C00084,,Metabolite,0,,,,,v683
C00670,,Metabolite,0.001,,,,,v684
C03319,,Metabolite,0.001,,,,,v685
C00627,,Metabolite,0.001,,,,,v686
C00357,,Metabolite,0.001,,,,,v687
C14819,,Metabolite,0.001,,,,,v688
C11907,,Metabolite,0.001,,,,,v689
C00041,,Metabolite,0.001,,,,,v690
C05167,,Metabolite,0.001,,,,,v691
C16595,,Metabolite,0.001,,,,,v692
C04882,,Metabolite,0.001,,,,,v693
C00966,,Metabolite,0.001,,,,,v694
C00671,,Metabolite,0.001,,,,,v695
C00234,,Metabolite,0.001,,,,,v696
C02170,,Metabolite,0.001,,,,,v697
C03170,,Metabolite,0.001,,,,,v698
C14852,,Metabolite,0.001,,,,,v699
C05527,,Metabolite,0.001,,,,,v700
C00454,,Metabolite,0.001,,,,,v701
C05747,,Metabolite,0.001,,,,,v702
C14791,,Metabolite,0.001,,,,,v703
C04442,,Metabolite,0,,,,,v704
C00526,,Metabolite,0.001,,,,,v705
C00129,,Metabolite,0.001,,,,,v706
C05576,,Metabolite,0.001,,,,,v707
C04246,,Metabolite,0.001,,,,,v708
C00094,,Metabolite,0.001,,,,,v709
C05402,,Metabolite,0.001,,,,,v710
C01637,,Metabolite,0.001,,,,,v711
C00002,,Metabolite,1.001,,,,,v712
C06397,,Metabolite,0.001,,,,,v713
C15972,,Metabolite,0.001,,,,,v714
C02430,,Metabolite,0.001,,,,,v715
C00448,,Metabolite,0.001,,,,,v716
C00716,,Metabolite,0.001,,,,,v717
C02355,,Metabolite,0.001,,,,,v718
C11038,,Metabolite,0.001,,,,,v719
C16636,,Metabolite,0.001,,,,,v720
C14099,,Metabolite,0.001,,,,,v721
C00066,,Metabolite,0.001,,,,,v722
C05336,,Metabolite,0.001,,,,,v723
C02989,,Metabolite,0.001,,,,,v724
C06037,,Metabolite,0.001,,,,,v725
C05814,,Metabolite,0.001,,,,,v726
C00152,,Metabolite,0.001,,,,,v727
C06102,,Metabolite,0.001,,,,,v728
C07645,,Metabolite,0.001,,,,,v729
C04462,,Metabolite,0.001,,,,,v730
C05669,,Metabolite,0.001,,,,,v731
C01639,,Metabolite,0.001,,,,,v732
C01672,,Metabolite,0.001,,,,,v733
C05993,,Metabolite,0.001,,,,,v734
C01368,,Metabolite,0.001,,,,,v735
C01209,,Metabolite,0.001,,,,,v736
C01137,,Metabolite,0.001,,,,,v737
C14802,,Metabolite,0.001,,,,,v738
C00299,,Metabolite,0.001,,,,,v739
C00073,,Metabolite,0.001,,,,,v740
C04153,,Metabolite,0.001,,,,,v741
C03175,,Metabolite,0.001,,,,,v742
C00093,,Metabolite,0.001,,,,,v743
C03802,,Metabolite,0.001,,,,,v744
C04272,,Metabolite,0.001,,,,,v745
C02282,,Metabolite,0.001,,,,,v746
C00993,,Metabolite,0.001,,,,,v747
C16487,,Metabolite,0.001,,,,,v748
C06007,,Metabolite,0.001,,,,,v749
C00030,,Metabolite,0.001,,,,,v750
C00294,,Metabolite,0.001,,,,,v751
C16236,,Metabolite,0.001,,,,,v752
C05359,,Metabolite,0.001,,,,,v753
C02630,,Metabolite,0.001,,,,,v754
C03089,,Metabolite,0.001,,,,,v755
C03899,,Metabolite,0.001,,,,,v756
C00122,,Metabolite,0.001,,,,,v757
C00025,,Metabolite,0.001,,,,,v758
C01649,,Metabolite,0.001,,,,,v759
C00217,,Metabolite,0.001,,,,,v760
C00305,,Metabolite,2,,,,,v761
C00304,,Metabolite,1,,,,,v762
Aconitate hydratase,4.2.1.3,Enzyme,0.017715569,,,,Escherichia coli,rel0
Dna-directed rna polymerase,2.7.7.6,Enzyme,0.044380239,,,,Escherichia coli,rel0
Oxoglutarate dehydrogenase (succinyl-transferring),1.2.4.2,Enzyme,0.01698503,,,,Escherichia coli,rel0
Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),1.2.1.12,Enzyme,0.014610778,,,,Escherichia coli,rel0
Pyruvate dehydrogenase (acetyl-transferring),1.2.4.1,Enzyme,0.011323353,,,,Escherichia coli,rel0
Peptidylprolyl isomerase,5.2.1.8,Enzyme,0.02702994,,,,Escherichia coli,rel0
Carbamoyl-phosphate synthase (glutamine-hydrolysing),6.3.5.5,Enzyme,0.015889222,,,,Escherichia coli,rel0
Dihydrolipoyl dehydrogenase,1.8.1.4,Enzyme,0.011871257,,,,Escherichia coli,rel0
Succinate-coa ligase (adp-forming),6.2.1.5,Enzyme,0.019907186,,,,Escherichia coli,rel0
Phosphoglycerate kinase,2.7.2.3,Enzyme,0.009131737,,,,Escherichia coli,rel0
Alanine-trna ligase,6.1.1.7,Enzyme,0.009679641,,,,Escherichia coli,rel0
Phosphopyruvate hydratase,4.2.1.11,Enzyme,0.009314371,,,,Escherichia coli,rel0
Transketolase,2.2.1.1,Enzyme,0.01004491,,,,Escherichia coli,rel0
Dihydrolipoyllysine-residue acetyltransferase,2.3.1.12,Enzyme,0.009497006,,,,Escherichia coli,rel0
Ketol-acid reductoisomerase (nadp+),1.1.1.86,Enzyme,0.009131737,,,,Escherichia coli,rel0
Cysteine synthase,2.5.1.47,Enzyme,0.009679641,,,,Escherichia coli,rel0
Malate dehydrogenase,1.1.1.37,Enzyme,0.013770659,,,,Escherichia coli,rel0
Transaldolase,2.2.1.2,Enzyme,0.008401198,,,,Escherichia coli,rel0
Proline-trna ligase,6.1.1.15,Enzyme,0.007670659,,,,Escherichia coli,rel0
WP_000052796.1,1.11.1.26,Enzyme,0.008949102,,,,Escherichia coli,rel0
Isoleucine-trna ligase,6.1.1.5,Enzyme,0.008218563,,,,Escherichia coli,rel0
"Pyruvate, water dikinase",2.7.9.2,Enzyme,0.00657485,,,,Escherichia coli,rel0
Dihydrolipoyllysine-residue succinyltransferase,2.3.1.61,Enzyme,0.007853293,,,,Escherichia coli,rel0
Phosphoenolpyruvate carboxykinase (atp),4.1.1.49,Enzyme,0.007488024,,,,Escherichia coli,rel0
Glycine hydroxymethyltransferase,2.1.2.1,Enzyme,0.005661677,,,,Escherichia coli,rel0
Fumarate hydratase,4.2.1.2,Enzyme,0.006026946,,,,Escherichia coli,rel0
Phenylalanine-trna ligase,6.1.1.20,Enzyme,0.011323353,,,,Escherichia coli,rel0
WP_000785834.1,2.3.3.16,Enzyme,0.010592814,,,,Escherichia coli,rel0
Aspartate ammonia-lyase,4.3.1.1,Enzyme,0.00657485,,,,Escherichia coli,rel0
Cysteine desulfurase,2.8.1.7,Enzyme,0.008035928,,,,Escherichia coli,rel0
"Phosphogluconate dehydrogenase (nadp+-dependent, decarboxylating)",1.1.1.44,Enzyme,0.005479042,,,,Escherichia coli,rel0
Aspartate transaminase,2.6.1.1,Enzyme,0.008218563,,,,Escherichia coli,rel0
Serine-trna ligase,6.1.1.11,Enzyme,0.005661677,,,,Escherichia coli,rel0
Adenylosuccinate synthase,6.3.4.4,Enzyme,0.007305389,,,,Escherichia coli,rel0
Enoyl-[acyl-carrier-protein] reductase (nadh),1.3.1.9,Enzyme,0.007305389,,,,Escherichia coli,rel0
Catalase-peroxidase,1.11.1.21,Enzyme,0.004748503,,,,Escherichia coli,rel0
Leucine-trna ligase,6.1.1.4,Enzyme,0.005661677,,,,Escherichia coli,rel0
Glycerol kinase,2.7.1.30,Enzyme,0.007670659,,,,Escherichia coli,rel0
Phosphoenolpyruvate carboxylase,4.1.1.31,Enzyme,0.00310479,,,,Escherichia coli,rel0
Glycine-trna ligase,6.1.1.14,Enzyme,0.006392216,,,,Escherichia coli,rel0
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate n-succinyltransferase",2.3.1.117,Enzyme,0.005479042,,,,Escherichia coli,rel0
Phosphoenolpyruvate-protein phosphotransferase,2.7.3.9,Enzyme,0.006757485,,,,Escherichia coli,rel0
Glycine dehydrogenase (aminomethyl-transferring),1.4.4.2,Enzyme,0.004748503,,,,Escherichia coli,rel0
WP_000190506.1,7.1.2.2,Enzyme,0.011505988,,,,Escherichia coli,rel0
Fructose-bisphosphate aldolase,4.1.2.13,Enzyme,0.005661677,,,,Escherichia coli,rel0
Adenylate kinase,2.7.4.3,Enzyme,0.00694012,,,,Escherichia coli,rel0
WP_001293341.1,3.4.25.2,Enzyme,0.004931138,,,,Escherichia coli,rel0
Ctp synthase (glutamine hydrolysing),6.3.4.2,Enzyme,0.005113772,,,,Escherichia coli,rel0
Glutamine-fructose-6-phosphate transaminase (isomerizing),2.6.1.16,Enzyme,0.005661677,,,,Escherichia coli,rel0
Methionine adenosyltransferase,2.5.1.6,Enzyme,0.005844311,,,,Escherichia coli,rel0
Glutamate-trna ligase,6.1.1.17,Enzyme,0.005296407,,,,Escherichia coli,rel0
Cytosol nonspecific dipeptidase,3.4.13.18,Enzyme,0.005479042,,,,Escherichia coli,rel0
Pyruvate kinase,2.7.1.40,Enzyme,0.01041018,,,,Escherichia coli,rel0
Phosphate acetyltransferase,2.3.1.8,Enzyme,0.004931138,,,,Escherichia coli,rel0
WP_001295305.1,5.4.2.11,Enzyme,0.006026946,,,,Escherichia coli,rel0
Alpha-galactosidase,3.2.1.22,Enzyme,0.002556886,,,,Escherichia coli,rel0
Valine-trna ligase,6.1.1.9,Enzyme,0.003835329,,,,Escherichia coli,rel0
Imp dehydrogenase,1.1.1.205,Enzyme,0.004017964,,,,Escherichia coli,rel0
Dihydroxy-acid dehydratase,4.2.1.9,Enzyme,0.006757485,,,,Escherichia coli,rel0
Threonine-trna ligase,6.1.1.3,Enzyme,0.003835329,,,,Escherichia coli,rel0
WP_000737621.1,7.4.2.1,Enzyme,0.005661677,,,,Escherichia coli,rel0
WP_000695387.1,7.5.2.1,Enzyme,0.004748503,,,,Escherichia coli,rel0
Tryptophanase,4.1.99.1,Enzyme,0.00347006,,,,Escherichia coli,rel0
Asparagine-trna ligase,6.1.1.22,Enzyme,0.003835329,,,,Escherichia coli,rel0
Histidine-trna ligase,6.1.1.21,Enzyme,0.004200599,,,,Escherichia coli,rel0
Methionine-trna ligase,6.1.1.10,Enzyme,0.003652695,,,,Escherichia coli,rel0
Biotin carboxylase,6.3.4.14,Enzyme,0.003652695,,,,Escherichia coli,rel0
Tyrosine-trna ligase,6.1.1.1,Enzyme,0.003652695,,,,Escherichia coli,rel0
Nad(p)+ transhydrogenase (si-specific),1.6.1.1,Enzyme,0.002922156,,,,Escherichia coli,rel0
Beta-ketoacyl-[acyl-carrier-protein] synthase i,2.3.1.41,Enzyme,0.00347006,,,,Escherichia coli,rel0
Glutamine synthetase,6.3.1.2,Enzyme,0.002739521,,,,Escherichia coli,rel0
Gmp synthase (glutamine-hydrolysing),6.3.5.2,Enzyme,0.002556886,,,,Escherichia coli,rel0
"Alpha,alpha-phosphotrehalase",3.2.1.93,Enzyme,0.002374251,,,,Escherichia coli,rel0
WP_001295214.1,3.4.24.70,Enzyme,0.002922156,,,,Escherichia coli,rel0
Lysine-trna ligase,6.1.1.6,Enzyme,0.008583832,,,,Escherichia coli,rel0
Nucleoside-diphosphate kinase,2.7.4.6,Enzyme,0.003652695,,,,Escherichia coli,rel0
Superoxide dismutase,1.15.1.1,Enzyme,0.005113772,,,,Escherichia coli,rel0
Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),1.1.1.40,Enzyme,0.005661677,,,,Escherichia coli,rel0
Argininosuccinate lyase,4.3.2.1,Enzyme,0.002374251,,,,Escherichia coli,rel0
Acetate-coa ligase,6.2.1.1,Enzyme,0.003287425,,,,Escherichia coli,rel0
Ribose-phosphate diphosphokinase,2.7.6.1,Enzyme,0.003287425,,,,Escherichia coli,rel0
WP_000522247.1,2.7.1.199,Enzyme,0.002922156,,,,Escherichia coli,rel0
Triose-phosphate isomerase,5.3.1.1,Enzyme,0.002374251,,,,Escherichia coli,rel0
Polyribonucleotide nucleotidyltransferase,2.7.7.8,Enzyme,0.001643713,,,,Escherichia coli,rel0
Membrane alanyl aminopeptidase,3.4.11.2,Enzyme,0.00347006,,,,Escherichia coli,rel0
Thioredoxin-disulfide reductase,1.8.1.9,Enzyme,0.003287425,,,,Escherichia coli,rel0
3-deoxy-8-phosphooctulonate synthase,2.5.1.55,Enzyme,0.003287425,,,,Escherichia coli,rel0
Argininosuccinate synthase,6.3.4.5,Enzyme,0.003835329,,,,Escherichia coli,rel0
"Phosphoglucomutase (alpha-d-glucose-1,6-bisphosphate-dependent)",5.4.2.2,Enzyme,0.002739521,,,,Escherichia coli,rel0
Glutamine-trna ligase,6.1.1.18,Enzyme,0.002374251,,,,Escherichia coli,rel0
Glycine c-acetyltransferase,2.3.1.29,Enzyme,0.003287425,,,,Escherichia coli,rel0
Phosphoserine transaminase,2.6.1.52,Enzyme,0.003652695,,,,Escherichia coli,rel0
"Glutamate-1-semialdehyde 2,1-aminomutase",5.4.3.8,Enzyme,0.002739521,,,,Escherichia coli,rel0
Branched-chain-amino-acid transaminase,2.6.1.42,Enzyme,0.002556886,,,,Escherichia coli,rel0
Aminomethyltransferase,2.1.2.10,Enzyme,0.002556886,,,,Escherichia coli,rel0
Acetate kinase,2.7.2.1,Enzyme,0.002739521,,,,Escherichia coli,rel0
Acetyl-coa carboxylase,6.4.1.2,Enzyme,0.003287425,,,,Escherichia coli,rel0
Purine-nucleoside phosphorylase,2.4.2.1,Enzyme,0.003287425,,,,Escherichia coli,rel0
"6,7-dimethyl-8-ribityllumazine synthase",2.5.1.78,Enzyme,0.002008982,,,,Escherichia coli,rel0
Adp-glyceromanno-heptose 6-epimerase,5.1.3.20,Enzyme,0.002556886,,,,Escherichia coli,rel0
WP_000444561.1,3.4.13.9,Enzyme,0.002922156,,,,Escherichia coli,rel0
Glucose-6-phosphate dehydrogenase (nadp+),1.1.1.49,Enzyme,0.002922156,,,,Escherichia coli,rel0
Arginine-trna ligase,6.1.1.19,Enzyme,0.00310479,,,,Escherichia coli,rel0
"6,7-dihydropteridine reductase",1.5.1.34,Enzyme,0.002556886,,,,Escherichia coli,rel0
WP_000917208.1,1.16.3.2,Enzyme,0.002008982,,,,Escherichia coli,rel0
D-sedoheptulose 7-phosphate isomerase,5.3.1.28,Enzyme,0.001826347,,,,Escherichia coli,rel0
Inorganic diphosphatase,3.6.1.1,Enzyme,0.00310479,,,,Escherichia coli,rel0
[acyl-carrier-protein] s-malonyltransferase,2.3.1.39,Enzyme,0.001461078,,,,Escherichia coli,rel0
L-threonine 3-dehydrogenase,1.1.1.103,Enzyme,0.002008982,,,,Escherichia coli,rel0
WP_000072067.1,5.6.2.2,Enzyme,0.002739521,,,,Escherichia coli,rel0
Galactitol-1-phosphate 5-dehydrogenase,1.1.1.251,Enzyme,0.001826347,,,,Escherichia coli,rel0
Uridine phosphorylase,2.4.2.3,Enzyme,0.001826347,,,,Escherichia coli,rel0
3-hydroxyacyl-[acyl-carrier-protein] dehydratase,4.2.1.59,Enzyme,0.002191617,,,,Escherichia coli,rel0
WP_000122253.1,3.4.21.92,Enzyme,0.004383234,,,,Escherichia coli,rel0
WP_001295469.1,4.3.3.7,Enzyme,0.001826347,,,,Escherichia coli,rel0
Pepb aminopeptidase,3.4.11.23,Enzyme,0.002008982,,,,Escherichia coli,rel0
S-ribosylhomocysteine lyase,4.4.1.21,Enzyme,0.001278443,,,,Escherichia coli,rel0
Beta-ketoacyl-[acyl-carrier-protein] synthase iii,2.3.1.180,Enzyme,0.001643713,,,,Escherichia coli,rel0
Tryptophan-trna ligase,6.1.1.2,Enzyme,0.002008982,,,,Escherichia coli,rel0
Nad+ synthase,6.3.1.5,Enzyme,0.001461078,,,,Escherichia coli,rel0
WP_000753946.1,3.4.21.107,Enzyme,0.002739521,,,,Escherichia coli,rel0
D-alanine-d-alanine ligase,6.3.2.4,Enzyme,0.002556886,,,,Escherichia coli,rel0
WP_001018194.1,3.4.11.18,Enzyme,0.001278443,,,,Escherichia coli,rel0
WP_000484965.1,3.1.13.1,Enzyme,0.002191617,,,,Escherichia coli,rel0
Aspartate-semialdehyde dehydrogenase,1.2.1.11,Enzyme,0.002191617,,,,Escherichia coli,rel0
Dna-directed dna polymerase,2.7.7.7,Enzyme,0.000913174,,,,Escherichia coli,rel0
Shikimate kinase,2.7.1.71,Enzyme,0.002008982,,,,Escherichia coli,rel0
Phosphoglucosamine mutase,5.4.2.10,Enzyme,0.002191617,,,,Escherichia coli,rel0
(e)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin),1.17.7.1,Enzyme,0.001643713,,,,Escherichia coli,rel0
Phosphoribosylaminoimidazolecarboxamide formyltransferase,2.1.2.3,Enzyme,0.000913174,,,,Escherichia coli,rel0
Arginine decarboxylase,4.1.1.19,Enzyme,0.001278443,,,,Escherichia coli,rel0
2-dehydro-3-deoxy-phosphogluconate aldolase,4.1.2.14,Enzyme,0.001095808,,,,Escherichia coli,rel0
Ribose-5-phosphate isomerase,5.3.1.6,Enzyme,0.001643713,,,,Escherichia coli,rel0
Udp-4-amino-4-deoxy-l-arabinose aminotransferase,2.6.1.87,Enzyme,0.001461078,,,,Escherichia coli,rel0
L-fucose isomerase,5.3.1.25,Enzyme,0.001461078,,,,Escherichia coli,rel0
Cysteine-trna ligase,6.1.1.16,Enzyme,0.001826347,,,,Escherichia coli,rel0
6-phosphofructokinase,2.7.1.11,Enzyme,0.001095808,,,,Escherichia coli,rel0
Adenylosuccinate lyase,4.3.2.2,Enzyme,0.001643713,,,,Escherichia coli,rel0
Formyltetrahydrofolate deformylase,3.5.1.10,Enzyme,0.001278443,,,,Escherichia coli,rel0
Porphobilinogen synthase,4.2.1.24,Enzyme,0.000547904,,,,Escherichia coli,rel0
Inositol-phosphate phosphatase,3.1.3.25,Enzyme,0.001278443,,,,Escherichia coli,rel0
Isocitrate lyase,4.1.3.1,Enzyme,0.002008982,,,,Escherichia coli,rel0
Succinate dehydrogenase,1.3.5.1,Enzyme,0.001826347,,,,Escherichia coli,rel0
WP_000162740.1,2.8.4.3,Enzyme,0.001278443,,,,Escherichia coli,rel0
Phosphopentomutase,5.4.2.7,Enzyme,0.001826347,,,,Escherichia coli,rel0
"Dtdp-glucose 4,6-dehydratase",4.2.1.46,Enzyme,0.000730539,,,,Escherichia coli,rel0
3-oxoacyl-[acyl-carrier-protein] reductase,1.1.1.100,Enzyme,0.000913174,,,,Escherichia coli,rel0
Acetylornithine deacetylase,3.5.1.16,Enzyme,0.000365269,,,,Escherichia coli,rel0
Udp-glucuronic acid dehydrogenase (udp-4-keto-hexauronic acid,1.1.1.305,Enzyme,0.001095808,,,,Escherichia coli,rel0
Methylthioadenosine nucleosidase,3.2.2.16,Enzyme,0.000730539,,,,Escherichia coli,rel0
Acetolactate synthase,2.2.1.6,Enzyme,0.001826347,,,,Escherichia coli,rel0
3-deoxy-7-phosphoheptulonate synthase,2.5.1.54,Enzyme,0.001826347,,,,Escherichia coli,rel0
WP_000189159.1,1.5.1.38,Enzyme,0.001278443,,,,Escherichia coli,rel0
Glutathione synthase,6.3.2.3,Enzyme,0.001826347,,,,Escherichia coli,rel0
3-hydroxypropionate dehydrogenase (nadp+),1.1.1.298,Enzyme,0.000365269,,,,Escherichia coli,rel0
Nadh:quinone reductase (non-electrogenic),1.6.5.9,Enzyme,0.002191617,,,,Escherichia coli,rel0
Glycerophosphodiester phosphodiesterase,3.1.4.46,Enzyme,0.001643713,,,,Escherichia coli,rel0
Uracil phosphoribosyltransferase,2.4.2.9,Enzyme,0.001278443,,,,Escherichia coli,rel0
L-serine ammonia-lyase,4.3.1.17,Enzyme,0.000913174,,,,Escherichia coli,rel0
Pantoate-beta-alanine ligase (amp-forming),6.3.2.1,Enzyme,0.001643713,,,,Escherichia coli,rel0
Glycogen phosphorylase,2.4.1.1,Enzyme,0.000913174,,,,Escherichia coli,rel0
Hypoxanthine phosphoribosyltransferase,2.4.2.8,Enzyme,0.001461078,,,,Escherichia coli,rel0
WP_000790168.1,3.6.5.n1,Enzyme,0.001826347,,,,Escherichia coli,rel0
WP_001068682.1,1.11.1.24,Enzyme,0.001278443,,,,Escherichia coli,rel0
Beta-galactosidase,3.2.1.23,Enzyme,0.000182635,,,,Escherichia coli,rel0
2-hydroxy-3-oxopropionate reductase,1.1.1.60,Enzyme,0.000365269,,,,Escherichia coli,rel0
Malate dehydrogenase (oxaloacetate-decarboxylating),1.1.1.38,Enzyme,0.001643713,,,,Escherichia coli,rel0
Udp-n-acetylglucosamine 1-carboxyvinyltransferase,2.5.1.7,Enzyme,0.000913174,,,,Escherichia coli,rel0
Threonine ammonia-lyase,4.3.1.19,Enzyme,0.001643713,,,,Escherichia coli,rel0
WP_001300598.1,3.4.15.5,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_001297122.1,5.6.2.1,Enzyme,0.000913174,,,,Escherichia coli,rel0
Glutamate-cysteine ligase,6.3.2.2,Enzyme,0.000913174,,,,Escherichia coli,rel0
Acetylornithine transaminase,2.6.1.11,Enzyme,0.000365269,,,,Escherichia coli,rel0
Glutathione-disulfide reductase,1.8.1.7,Enzyme,0.000365269,,,,Escherichia coli,rel0
5-methyltetrahydropteroyltriglutamate-homocysteine s-methyltransferase,2.1.1.14,Enzyme,0.000182635,,,,Escherichia coli,rel0
Orotidine-5'-phosphate decarboxylase,4.1.1.23,Enzyme,0.000730539,,,,Escherichia coli,rel0
1-(5-phosphoribosyl)-5-[(5,5.3.1.16,Enzyme,0.000547904,,,,Escherichia coli,rel0
WP_000920840.1,5.1.3.29,Enzyme,0.000547904,,,,Escherichia coli,rel0
N-acetylneuraminate lyase,4.1.3.3,Enzyme,0.000547904,,,,Escherichia coli,rel0
Phosphoribosylformylglycinamidine synthase,6.3.5.3,Enzyme,0.000730539,,,,Escherichia coli,rel0
Assimilatory sulfite reductase (nadph),1.8.1.2,Enzyme,0.000913174,,,,Escherichia coli,rel0
Phosphoribosylaminoimidazolesuccinocarboxamide synthase,6.3.2.6,Enzyme,0.000547904,,,,Escherichia coli,rel0
Beta-glucosidase,3.2.1.21,Enzyme,0.001095808,,,,Escherichia coli,rel0
Histidinol-phosphatase,3.1.3.15,Enzyme,0.000913174,,,,Escherichia coli,rel0
Peptide deformylase,3.5.1.88,Enzyme,0.000913174,,,,Escherichia coli,rel0
WP_000869178.1,2.7.1.167,Enzyme,0.001095808,,,,Escherichia coli,rel0
Glucose-6-phosphate isomerase,5.3.1.9,Enzyme,0.001278443,,,,Escherichia coli,rel0
Leucyl aminopeptidase,3.4.11.1,Enzyme,0.000730539,,,,Escherichia coli,rel0
Fructose-bisphosphatase,3.1.3.11,Enzyme,0.001826347,,,,Escherichia coli,rel0
Ribulose-phosphate 3-epimerase,5.1.3.1,Enzyme,0.000547904,,,,Escherichia coli,rel0
Adenine phosphoribosyltransferase,2.4.2.7,Enzyme,0.000730539,,,,Escherichia coli,rel0
WP_000084590.1,4.98.1.1,Enzyme,0.000730539,,,,Escherichia coli,rel0
Betaine-aldehyde dehydrogenase,1.2.1.8,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_000116565.1,5.4.2.12,Enzyme,0.000730539,,,,Escherichia coli,rel0
Tagatose-bisphosphate aldolase,4.1.2.40,Enzyme,0.000365269,,,,Escherichia coli,rel0
"1,4-dihydroxy-2-naphthoyl-coa synthase",4.1.3.36,Enzyme,0.000182635,,,,Escherichia coli,rel0
Ribonucleoside-diphosphate reductase,1.17.4.1,Enzyme,0.000365269,,,,Escherichia coli,rel0
Gmp reductase,1.7.1.7,Enzyme,0.000913174,,,,Escherichia coli,rel0
Glutamate-5-semialdehyde dehydrogenase,1.2.1.41,Enzyme,0.002556886,,,,Escherichia coli,rel0
WP_000209826.1,1.5.1.41,Enzyme,0.000730539,,,,Escherichia coli,rel0
Xanthine phosphoribosyltransferase,2.4.2.22,Enzyme,0.000730539,,,,Escherichia coli,rel0
Riboflavin synthase,2.5.1.9,Enzyme,0.001278443,,,,Escherichia coli,rel0
Alcohol dehydrogenase (nadp+),1.1.1.2,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_001290123.1,3.4.11.9,Enzyme,0.001095808,,,,Escherichia coli,rel0
Phosphoglycerate dehydrogenase,1.1.1.95,Enzyme,0.000365269,,,,Escherichia coli,rel0
Acetylglutamate kinase,2.7.2.8,Enzyme,0.000547904,,,,Escherichia coli,rel0
Hydroxyacylglutathione hydrolase,3.1.2.6,Enzyme,0.000547904,,,,Escherichia coli,rel0
Phosphoribosylamine-glycine ligase,6.3.4.13,Enzyme,0.000365269,,,,Escherichia coli,rel0
Thymidylate synthase,2.1.1.45,Enzyme,0.000547904,,,,Escherichia coli,rel0
Mannose-6-phosphate isomerase,5.3.1.8,Enzyme,0.000730539,,,,Escherichia coli,rel0
Atp phosphoribosyltransferase,2.4.2.17,Enzyme,0.001095808,,,,Escherichia coli,rel0
WP_000673918.1,3.1.11.2,Enzyme,0.000365269,,,,Escherichia coli,rel0
Asparagine synthase (glutamine-hydrolysing),6.3.5.4,Enzyme,0.000182635,,,,Escherichia coli,rel0
Rna helicase,3.6.4.13,Enzyme,0.000547904,,,,Escherichia coli,rel0
Ump kinase,2.7.4.22,Enzyme,0.000547904,,,,Escherichia coli,rel0
Spermidine synthase,2.5.1.16,Enzyme,0.000547904,,,,Escherichia coli,rel0
WP_000981380.1,3.1.21.3,Enzyme,0.000913174,,,,Escherichia coli,rel0
"Dtdp-4-amino-4,6-dideoxy-d-glucose transaminase",2.6.1.33,Enzyme,0.000365269,,,,Escherichia coli,rel0
N-methyl-l-amino-acid oxidase,1.5.3.2,Enzyme,0.001095808,,,,Escherichia coli,rel0
Dutp diphosphatase,3.6.1.23,Enzyme,0.000547904,,,,Escherichia coli,rel0
