Label,EC,Type,StartingConc,Conc,Mechanisms,Parameters,Species,Relative
C06397,,Metabolite,0.001,,,,,v713
C15972,,Metabolite,0.001,,,,,v714
C02430,,Metabolite,0.001,,,,,v715
C00716,,Metabolite,0.001,,,,,v717
C02355,,Metabolite,0.001,,,,,v718
C11038,,Metabolite,0.001,,,,,v719
C14099,,Metabolite,0.001,,,,,v721
C05336,,Metabolite,0.001,,,,,v723
C02989,,Metabolite,0.001,,,,,v724
C06037,,Metabolite,0.001,,,,,v725
C00152,,Metabolite,0.001,,,,,v727
C06102,,Metabolite,0.001,,,,,v728
C07645,,Metabolite,0.001,,,,,v729
C04462,,Metabolite,0.001,,,,,v730
C05669,,Metabolite,0.001,,,,,v731
C01672,,Metabolite,0.001,,,,,v733
C05993,,Metabolite,0.001,,,,,v734
C01368,,Metabolite,0.001,,,,,v735
C01209,,Metabolite,0.001,,,,,v736
C01137,,Metabolite,0.001,,,,,v737
C14802,,Metabolite,0.001,,,,,v738
C00299,,Metabolite,0.001,,,,,v739
C00073,,Metabolite,0.001,,,,,v740
C03175,,Metabolite,0.001,,,,,v742
C00093,,Metabolite,0.001,,,,,v743
C03802,,Metabolite,0.001,,,,,v744
C04272,,Metabolite,0.001,,,,,v745
C02282,,Metabolite,0.001,,,,,v746
C00993,,Metabolite,0.001,,,,,v747
C16487,,Metabolite,0.001,,,,,v748
C06007,,Metabolite,0.001,,,,,v749
C00294,,Metabolite,0.001,,,,,v751
C05359,,Metabolite,0.001,,,,,v753
C02630,,Metabolite,0.001,,,,,v754
C03089,,Metabolite,0.001,,,,,v755
C03899,,Metabolite,0.001,,,,,v756
C00122,,Metabolite,0.001,,,,,v757
C00025,,Metabolite,0.001,,,,,v758
C00217,,Metabolite,0.001,,,,,v760
C00025,,Metabolite,0.001,,,,,v764
C04732,,Metabolite,0.001,,,,,v765
C13645,,Metabolite,0.001,,,,,v766
C00253,,Metabolite,0.001,,,,,v767
C02282,,Metabolite,0.001,,,,,v768
C00106,,Metabolite,0.001,,,,,v769
C06250,,Metabolite,0.001,,,,,v770
C00458,,Metabolite,0.001,,,,,v771
C00212,,Metabolite,0.001,,,,,v772
C03972,,Metabolite,0.001,,,,,v773
C00085,,Metabolite,0.001,,,,,v774
C00138,,Metabolite,0.001,,,,,v775
C14802,,Metabolite,0.001,,,,,v776
C00008,,Metabolite,0.001,,,,,v777
C04133,,Metabolite,0.001,,,,,v778
C00089,,Metabolite,0.001,,,,,v781
C16663,,Metabolite,0.001,,,,,v782
C01322,,Metabolite,0.001,,,,,v783
C02987,,Metabolite,0.001,,,,,v784
C00385,,Metabolite,0.001,,,,,v788
C11583,,Metabolite,0.001,,,,,v789
C00369,,Metabolite,0.001,,,,,v790
C00049,,Metabolite,0.001,,,,,v791
C03170,,Metabolite,0.001,,,,,v793
C00718,,Metabolite,0.001,,,,,v794
C15586,,Metabolite,0.001,,,,,v798
C04462,,Metabolite,0.001,,,,,v799
C11811,,Metabolite,0.001,,,,,v800
C05650,,Metabolite,0.001,,,,,v802
C03090,,Metabolite,0.001,,,,,v803
C00242,,Metabolite,0.001,,,,,v804
C05359,,Metabolite,0.001,,,,,v805
C05686,,Metabolite,0.001,,,,,v806
C04646,,Metabolite,0.001,,,,,v807
C05402,,Metabolite,0.001,,,,,v809
C05839,,Metabolite,0.001,,,,,v810
C00153,,Metabolite,0.001,,,,,v811
C11278,,Metabolite,0.001,,,,,v812
C07836,,Metabolite,0.001,,,,,v814
C00064,,Metabolite,0.001,,,,,v816
C04006,,Metabolite,0.001,,,,,v817
C03287,,Metabolite,0.001,,,,,v818
C00911,,Metabolite,0.001,,,,,v819
C01185,,Metabolite,0.001,,,,,v820
C00921,,Metabolite,0.001,,,,,v821
C01100,,Metabolite,0.001,,,,,v822
C16615,,Metabolite,0.001,,,,,v823
C01762,,Metabolite,0.001,,,,,v824
C00014,,Metabolite,0.001,,,,,v825
C00327,,Metabolite,0.001,,,,,v826
C00438,,Metabolite,0.001,,,,,v827
C00159,,Metabolite,0.001,,,,,v828
C06059,,Metabolite,0.001,,,,,v830
C00130,,Metabolite,0.001,,,,,v831
C03838,,Metabolite,0.001,,,,,v832
C01929,,Metabolite,0.001,,,,,v834
C00031,,Metabolite,0.001,,,,,v835
C00044,,Metabolite,0.001,,,,,v836
C01165,,Metabolite,0.001,,,,,v837
C00185,,Metabolite,0.001,,,,,v838
C00857,,Metabolite,0.001,,,,,v839
C04884,,Metabolite,0.001,,,,,v841
C03741,,Metabolite,0.001,,,,,v842
C11824,,Metabolite,0.001,,,,,v843
C16619,,Metabolite,0.001,,,,,v844
C05697,,Metabolite,0.001,,,,,v845
C01050,,Metabolite,0.001,,,,,v846
C01187,,Metabolite,0.001,,,,,v847
C14792,,Metabolite,0.001,,,,,v848
C01798,,Metabolite,0.001,,,,,v849
C00005,,Metabolite,0.12,,,,,v850
C04677,,Metabolite,0.001,,,,,v851
C00283,,Metabolite,0.001,,,,,v852
C16155,,Metabolite,0.001,,,,,v853
C00726,,Metabolite,0.001,,,,,v854
C00268,,Metabolite,0.001,,,,,v855
C01190,,Metabolite,0.001,,,,,v857
C00221,,Metabolite,0.001,,,,,v858
C00114,,Metabolite,0.001,,,,,v859
C15587,,Metabolite,0.001,,,,,v860
C00655,,Metabolite,0.001,,,,,v861
C14804,,Metabolite,0.001,,,,,v862
C00361,,Metabolite,0.001,,,,,v863
C11638,,Metabolite,0.001,,,,,v864
C14870,,Metabolite,0.001,,,,,v865
C00169,,Metabolite,0.001,,,,,v866
C01335,,Metabolite,0.001,,,,,v867
C00239,,Metabolite,0.001,,,,,v868
C01641,,Metabolite,0.001,,,,,v869
C00931,,Metabolite,0.001,,,,,v870
C02355,,Metabolite,0.001,,,,,v871
C00137,,Metabolite,0.001,,,,,v872
C00001,,Metabolite,0.001,,,,,v873
C00262,,Metabolite,0.001,,,,,v875
C00647,,Metabolite,0.001,,,,,v876
C00097,,Metabolite,0.001,,,,,v877
C06311,,Metabolite,0.001,,,,,v879
C00029,,Metabolite,0.001,,,,,v880
C00079,,Metabolite,0.001,,,,,v881
C00399,,Metabolite,0.001,,,,,v882
C00091,,Metabolite,0.23,,,,,v883
C04702,,Metabolite,0.001,,,,,v884
C00018,,Metabolite,0.001,,,,,v885
C16614,,Metabolite,0.001,,,,,v886
C15811,,Metabolite,0.001,,,,,v887
C00842,,Metabolite,0.001,,,,,v888
C03546,,Metabolite,0.001,,,,,v889
C00294,,Metabolite,0.001,,,,,v891
C05335,,Metabolite,0.001,,,,,v892
C04283,,Metabolite,0.001,,,,,v893
C05512,,Metabolite,0.001,,,,,v894
C04232,,Metabolite,0.001,,,,,v895
C05404,,Metabolite,0.001,,,,,v896
C00645,,Metabolite,0.001,,,,,v897
C00342,,Metabolite,0.001,,,,,v898
C00119,,Metabolite,0.001,,,,,v899
C00065,,Metabolite,0.001,,,,,v900
C00078,,Metabolite,0.001,,,,,v901
C11039,,Metabolite,0.001,,,,,v903
C00255,,Metabolite,0.001,,,,,v904
C06018,,Metabolite,0.001,,,,,v905
C00415,,Metabolite,0.001,,,,,v906
C05394,,Metabolite,0.001,,,,,v907
C00015,,Metabolite,0.001,,,,,v908
C00459,,Metabolite,0.001,,,,,v909
C05841,,Metabolite,0.001,,,,,v910
C00122,,Metabolite,0.001,,,,,v912
C06135,,Metabolite,0.001,,,,,v913
C04051,,Metabolite,0.001,,,,,v914
C14852,,Metabolite,0.001,,,,,v915
C01829,,Metabolite,0.001,,,,,v916
C00041,,Metabolite,0.001,,,,,v920
C00295,,Metabolite,0.001,,,,,v921
C14800,,Metabolite,0.001,,,,,v923
C00063,,Metabolite,0.001,,,,,v925
C03692,,Metabolite,0.001,,,,,v926
C03263,,Metabolite,0.001,,,,,v927
C05892,,Metabolite,0.001,,,,,v929
C01326,,Metabolite,0.001,,,,,v931
C16664,,Metabolite,0.001,,,,,v932
C00993,,Metabolite,0.001,,,,,v934
C05838,,Metabolite,0.001,,,,,v935
C04737,,Metabolite,0.001,,,,,v936
C03657,,Metabolite,0.001,,,,,v938
C04877,,Metabolite,0.001,,,,,v939
C04281,,Metabolite,0.001,,,,,v940
C00051,,Metabolite,0.001,,,,,v941
C04058,,Metabolite,0.001,,,,,v943
C16698,,Metabolite,0.001,,,,,v944
C00118,,Metabolite,0.001,,,,,v945
C05399,,Metabolite,0.001,,,,,v946
C00363,,Metabolite,0.001,,,,,v947
C03160,,Metabolite,0.001,,,,,v949
C01250,,Metabolite,0.001,,,,,v950
C15812,,Metabolite,0.001,,,,,v951
C02320,,Metabolite,0.001,,,,,v953
C00275,,Metabolite,0.001,,,,,v954
C02430,,Metabolite,0.001,,,,,v955
C11215,,Metabolite,0.001,,,,,v957
C11437,,Metabolite,0.001,,,,,v958
C00334,,Metabolite,0.001,,,,,v959
C04911,,Metabolite,0.001,,,,,v960
C14847,,Metabolite,0.001,,,,,v961
C14864,,Metabolite,0.001,,,,,v963
C01909,,Metabolite,0.001,,,,,v964
C14839,,Metabolite,0.001,,,,,v966
C03912,,Metabolite,0.001,,,,,v967
C06136,,Metabolite,0.001,,,,,v968
C00462,,Metabolite,0.001,,,,,v969
C00705,,Metabolite,0.001,,,,,v970
C17023,,Metabolite,0.001,,,,,v971
C00794,,Metabolite,0.001,,,,,v973
C00158,,Metabolite,0.001,,,,,v975
C00454,,Metabolite,0.001,,,,,v976
C00946,,Metabolite,0.001,,,,,v978
C01721,,Metabolite,0.001,,,,,v979
C03373,,Metabolite,0.001,,,,,v980
C00884,,Metabolite,0.001,,,,,v982
C00256,,Metabolite,3.25,,,,,v983
C00188,,Metabolite,0.001,,,,,v984
C00243,,Metabolite,0.001,,,,,v985
C00033,,Metabolite,0.001,,,,,v986
C04268,,Metabolite,0.001,,,,,v988
C05345,,Metabolite,3.8,,,,,v990
C00362,,Metabolite,0.001,,,,,v993
C00390,,Metabolite,0.001,,,,,v994
C00386,,Metabolite,0.001,,,,,v995
C00117,,Metabolite,0.5,,,,,v996
C05198,,Metabolite,0.001,,,,,v997
C00672,,Metabolite,0.001,,,,,v998
C00120,,Metabolite,0.001,,,,,v999
C04896,,Metabolite,0.001,,,,,v1000
C00059,,Metabolite,0.001,,,,,v1001
C05712,,Metabolite,0.001,,,,,v1002
C05400,,Metabolite,0.001,,,,,v1003
C00111,,Metabolite,0.37,,,,,v1004
C00183,,Metabolite,0.001,,,,,v1007
C00116,,Metabolite,0.001,,,,,v1009
C04478,,Metabolite,0.001,,,,,v1010
C01368,,Metabolite,0.001,,,,,v1011
C05729,,Metabolite,0.001,,,,,v1012
C01235,,Metabolite,0.001,,,,,v1014
C01240,,Metabolite,0.001,,,,,v1015
C01344,,Metabolite,0.001,,,,,v1016
C00760,,Metabolite,0.001,,,,,v1017
C00201,,Metabolite,0.001,,,,,v1018
C00286,,Metabolite,0.001,,,,,v1019
C00026,,Metabolite,0.44,,,,,v1020
C15547,,Metabolite,0.001,,,,,v1021
C16633,,Metabolite,0.001,,,,,v1022
C01290,,Metabolite,0.001,,,,,v1023
C00075,,Metabolite,0.001,,,,,v1025
C03802,,Metabolite,0.001,,,,,v1026
C03406,,Metabolite,0.001,,,,,v1027
C14861,,Metabolite,0.001,,,,,v1028
C02686,,Metabolite,0.001,,,,,v1029
C04882,,Metabolite,0.001,,,,,v1031
C00112,,Metabolite,0.001,,,,,v1032
C14848,,Metabolite,0.001,,,,,v1035
C00080,,Metabolite,0.0001,,,,,v1036
C03319,,Metabolite,0.001,,,,,v1037
C01647,,Metabolite,0.001,,,,,v1038
C04376,,Metabolite,0.001,,,,,v1039
C00094,,Metabolite,0.001,,,,,v1040
C04751,,Metabolite,0.001,,,,,v1042
C15585,,Metabolite,0.001,,,,,v1043
C02739,,Metabolite,0.001,,,,,v1044
C14851,,Metabolite,0.001,,,,,v1045
C05726,,Metabolite,0.001,,,,,v1046
C01097,,Metabolite,0.001,,,,,v1047
C14855,,Metabolite,0.001,,,,,v1048
C14840,,Metabolite,0.001,,,,,v1049
C00199,,Metabolite,0.5,,,,,v1050
C02354,,Metabolite,0.001,,,,,v1051
C00250,,Metabolite,0.001,,,,,v1052
C01640,,Metabolite,0.001,,,,,v1053
C05922,,Metabolite,0.001,,,,,v1055
C00139,,Metabolite,0.001,,,,,v1056
C14857,,Metabolite,0.001,,,,,v1057
C02520,,Metabolite,0.001,,,,,v1058
C14787,,Metabolite,0.001,,,,,v1059
C00234,,Metabolite,0.001,,,,,v1060
C00020,,Metabolite,0.001,,,,,v1061
C00627,,Metabolite,0.001,,,,,v1062
C01212,,Metabolite,0.001,,,,,v1063
C03722,,Metabolite,0.001,,,,,v1064
C00455,,Metabolite,0.001,,,,,v1066
C00692,,Metabolite,0.001,,,,,v1067
C00003,,Metabolite,0.001,,,,,v1068
C00320,,Metabolite,0.001,,,,,v1069
C00121,,Metabolite,0.001,,,,,v1070
C00067,,Metabolite,0.001,,,,,v1071
C00134,,Metabolite,0.001,,,,,v1073
C06156,,Metabolite,0.001,,,,,v1075
C01419,,Metabolite,0.001,,,,,v1076
C00135,,Metabolite,0.001,,,,,v1077
C00082,,Metabolite,0.001,,,,,v1078
C00099,,Metabolite,0.001,,,,,v1079
C04631,,Metabolite,0.001,,,,,v1080
C00559,,Metabolite,0.001,,,,,v1081
C14806,,Metabolite,0.001,,,,,v1082
C00704,,Metabolite,0.001,,,,,v1083
C00152,,Metabolite,0.001,,,,,v1084
C00024,,Metabolite,0.61,,,,,v1085
C00123,,Metabolite,0.001,,,,,v1087
C00004,,Metabolite,0.083,,,,,v1089
C01613,,Metabolite,0.001,,,,,v1090
C01346,,Metabolite,0.001,,,,,v1091
C01051,,Metabolite,0.001,,,,,v1092
C00267,,Metabolite,0.001,,,,,v1094
C00148,,Metabolite,0.001,,,,,v1096
C00053,,Metabolite,0.001,,,,,v1097
C14803,,Metabolite,0.001,,,,,v1099
C05822,,Metabolite,0.001,,,,,v1100
C01345,,Metabolite,0.001,,,,,v1101
C11907,,Metabolite,0.001,,,,,v1102
C02353,,Metabolite,0.001,,,,,v1103
C04823,,Metabolite,0.001,,,,,v1104
C01755,,Metabolite,0.001,,,,,v1106
C06398,,Metabolite,0.001,,,,,v1108
C03794,,Metabolite,0.001,,,,,v1110
C01157,,Metabolite,0.001,,,,,v1111
C00069,,Metabolite,0.001,,,,,v1112
C05768,,Metabolite,0.001,,,,,v1113
C01103,,Metabolite,0.001,,,,,v1114
C03419,,Metabolite,0.001,,,,,v1115
C15532,,Metabolite,0.001,,,,,v1116
C00680,,Metabolite,0.001,,,,,v1118
C07648,,Metabolite,0.001,,,,,v1119
C00364,,Metabolite,0.001,,,,,v1121
C01019,,Metabolite,0.001,,,,,v1123
C00357,,Metabolite,0.001,,,,,v1124
C00133,,Metabolite,0.001,,,,,v1125
C11088,,Metabolite,0.001,,,,,v1126
C00055,,Metabolite,0.001,,,,,v1127
C14786,,Metabolite,0.001,,,,,v1128
C01112,,Metabolite,0.001,,,,,v1129
C00620,,Metabolite,0.001,,,,,v1130
C00365,,Metabolite,0.001,,,,,v1131
C00860,,Metabolite,0.001,,,,,v1132
C00081,,Metabolite,0.001,,,,,v1133
C06193,,Metabolite,0.001,,,,,v1134
C00131,,Metabolite,0.001,,,,,v1136
C05401,,Metabolite,0.001,,,,,v1137
C00407,,Metabolite,0.001,,,,,v1138
C04332,,Metabolite,0.001,,,,,v1139
C00688,,Metabolite,0.001,,,,,v1140
C11038,,Metabolite,0.001,,,,,v1142
C00074,,Metabolite,0.18,,,,,v1143
C00035,,Metabolite,0.001,,,,,v1144
C14791,,Metabolite,0.001,,,,,v1145
C14863,,Metabolite,0.001,,,,,v1146
C00330,,Metabolite,0.001,,,,,v1147
C00337,,Metabolite,0.001,,,,,v1148
C00124,,Metabolite,0.001,,,,,v1149
C14865,,Metabolite,0.001,,,,,v1150
C06148,,Metabolite,0.001,,,,,v1151
C00343,,Metabolite,0.001,,,,,v1152
C02090,,Metabolite,0.001,,,,,v1153
C00144,,Metabolite,0.001,,,,,v1154
C11453,,Metabolite,0.001,,,,,v1155
C00086,,Metabolite,0.001,,,,,v1157
C00314,,Metabolite,0.001,,,,,v1158
C00105,,Metabolite,0.001,,,,,v1159
C00179,,Metabolite,0.001,,,,,v1160
C04419,,Metabolite,0.001,,,,,v1161
C04121,,Metabolite,0.001,,,,,v1162
C00006,,Metabolite,0.0021,,,,,v1163
C00054,,Metabolite,0.001,,,,,v1164
C00104,,Metabolite,0.001,,,,,v1165
C06790,,Metabolite,0.001,,,,,v1167
C00360,,Metabolite,0.001,,,,,v1168
C02380,,Metabolite,0.001,,,,,v1171
C01327,,Metabolite,0.001,,,,,v1172
C00689,,Metabolite,0.001,,,,,v1173
C00103,,Metabolite,0.001,,,,,v1174
C00214,,Metabolite,0.001,,,,,v1175
C05923,,Metabolite,0.001,,,,,v1176
C00624,,Metabolite,0.001,,,,,v1177
C05649,,Metabolite,0.001,,,,,v1178
C19586,,Metabolite,0.001,,,,,v1179
C00019,,Metabolite,0.001,,,,,v1180
C00270,,Metabolite,0.001,,,,,v1181
C00460,,Metabolite,0.001,,,,,v1182
C00147,,Metabolite,0.001,,,,,v1183
C00073,,Metabolite,0.001,,,,,v1184
C16153,,Metabolite,0.001,,,,,v1185
C06194,,Metabolite,0.001,,,,,v1188
C14858,,Metabolite,0.001,,,,,v1189
C01024,,Metabolite,0.001,,,,,v1191
C00093,,Metabolite,0.001,,,,,v1192
C00167,,Metabolite,0.001,,,,,v1193
C14805,,Metabolite,0.001,,,,,v1194
C00526,,Metabolite,0.001,,,,,v1195
C00492,,Metabolite,0.001,,,,,v1196
C00475,,Metabolite,0.001,,,,,v1197
C05713,,Metabolite,0.001,,,,,v1198
C00010,,Metabolite,1.4,,,,,v1199
C00437,,Metabolite,0.001,,,,,v1200
C14874,,Metabolite,0.001,,,,,v1201
C06397,,Metabolite,0.001,,,,,v1202
C06126,,Metabolite,0.001,,,,,v1203
C15556,,Metabolite,0.001,,,,,v1204
C00127,,Metabolite,0.001,,,,,v1206
C16738,,Metabolite,0.001,,,,,v1208
C06312,,Metabolite,0.001,,,,,v1209
C05928,,Metabolite,0.001,,,,,v1210
C16634,,Metabolite,0.001,,,,,v1211
C14793,,Metabolite,0.001,,,,,v1212
C00352,,Metabolite,0.001,,,,,v1213
C00177,,Metabolite,0.001,,,,,v1214
C00092,,Metabolite,5,,,,,v1215
C00009,,Metabolite,0.001,,,,,v1217
C04916,,Metabolite,0.001,,,,,v1218
C14859,,Metabolite,0.001,,,,,v1219
C03723,,Metabolite,0.001,,,,,v1220
C04640,,Metabolite,0.001,,,,,v1221
C00224,,Metabolite,0.001,,,,,v1223
C05403,,Metabolite,0.001,,,,,v1224
C07649,,Metabolite,0.001,,,,,v1225
C00534,,Metabolite,0.001,,,,,v1226
C05336,,Metabolite,0.001,,,,,v1227
C14868,,Metabolite,0.001,,,,,v1228
C00546,,Metabolite,0.001,,,,,v1229
C00062,,Metabolite,0.001,,,,,v1230
C00272,,Metabolite,0.001,,,,,v1231
C05766,,Metabolite,0.001,,,,,v1232
C00077,,Metabolite,0.001,,,,,v1234
C00002,,Metabolite,0.001,,,,,v1235
C03150,,Metabolite,0.001,,,,,v1236
C04895,,Metabolite,0.001,,,,,v1238
C03444,,Metabolite,0.001,,,,,v1239
C00037,,Metabolite,0.001,,,,,v1240
C00387,,Metabolite,0.001,,,,,v1241
C00206,,Metabolite,0.001,,,,,v1242
C00217,,Metabolite,0.001,,,,,v1243
C00043,,Metabolite,0.001,,,,,v1244
C07645,,Metabolite,0.001,,,,,v1245
C00430,,Metabolite,0.001,,,,,v1246
C01367,,Metabolite,0.001,,,,,v1247
C05796,,Metabolite,0.001,,,,,v1248
C01528,,Metabolite,0.001,,,,,v1249
C14856,,Metabolite,0.001,,,,,v1250
C14871,,Metabolite,0.001,,,,,v1251
C00299,,Metabolite,0.001,,,,,v1252
C00881,,Metabolite,0.001,,,,,v1253
C06037,,Metabolite,0.001,,,,,v1254
C16618,,Metabolite,0.001,,,,,v1255
C03785,,Metabolite,0.001,,,,,v1256
C01177,,Metabolite,0.001,,,,,v1258
C00158HCT,,Metabolite,0.00001,,,,,v1259
C00007,,Metabolite,0.001,,,,,v1260
C00088,,Metabolite,0.001,,,,,v1261
C00244,,Metabolite,0.001,,,,,v1262
C01417,,Metabolite,0.001,,,,,v1263
C00154,,Metabolite,0.001,,,,,v1264
Aconitate hydratase,4.2.1.3,Endogenous Enzyme,0.000365269,,,,Escherichia coli,rel0
Oxoglutarate dehydrogenase (succinyl-transferring),1.2.4.2,Endogenous Enzyme,0.01698503,,,,Escherichia coli,rel0
Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),1.2.1.12,Endogenous Enzyme,0.014610778,,,,Escherichia coli,rel0
Pyruvate dehydrogenase (acetyl-transferring),1.2.4.1,Endogenous Enzyme,0.011323353,,,,Escherichia coli,rel0
Carbamoyl-phosphate synthase (glutamine-hydrolysing),6.3.5.5,Endogenous Enzyme,0.003652695,,,,Escherichia coli,rel0
Dihydrolipoyl dehydrogenase,1.8.1.4,Endogenous Enzyme,0.011871257,,,,Escherichia coli,rel0
Succinate-coa ligase (adp-forming),6.2.1.5,Endogenous Enzyme,0.007488024,,,,Escherichia coli,rel0
Phosphoglycerate kinase,2.7.2.3,Endogenous Enzyme,0.009131737,,,,Escherichia coli,rel0
Phosphopyruvate hydratase,4.2.1.11,Endogenous Enzyme,0.009314371,,,,Escherichia coli,rel0
Transketolase,2.2.1.1,Endogenous Enzyme,0.01004491,,,,Escherichia coli,rel0
Dihydrolipoyllysine-residue acetyltransferase,2.3.1.12,Endogenous Enzyme,0.009497006,,,,Escherichia coli,rel0
Ketol-acid reductoisomerase (nadp+),1.1.1.86,Endogenous Enzyme,0.009131737,,,,Escherichia coli,rel0
Cysteine synthase,2.5.1.47,Endogenous Enzyme,0.000547904,,,,Escherichia coli,rel0
Malate dehydrogenase,1.1.1.37,Endogenous Enzyme,0.007670659,,,,Escherichia coli,rel0
Transaldolase,2.2.1.2,Endogenous Enzyme,0.008401198,,,,Escherichia coli,rel0
"Pyruvate, water dikinase",2.7.9.2,Endogenous Enzyme,0.00657485,,,,Escherichia coli,rel0
Dihydrolipoyllysine-residue succinyltransferase,2.3.1.61,Endogenous Enzyme,0.007853293,,,,Escherichia coli,rel0
Phosphoenolpyruvate carboxykinase (atp),4.1.1.49,Endogenous Enzyme,0.007488024,,,,Escherichia coli,rel0
Glycine hydroxymethyltransferase,2.1.2.1,Endogenous Enzyme,0.005661677,,,,Escherichia coli,rel0
Fumarate hydratase,4.2.1.2,Endogenous Enzyme,0.006026946,,,,Escherichia coli,rel0
Citrate synthase,2.3.3.16,Endogenous Enzyme,0.005296407,,,,Escherichia coli,rel0
Aspartate ammonia-lyase,4.3.1.1,Endogenous Enzyme,0.00657485,,,,Escherichia coli,rel0
Cysteine desulfurase,2.8.1.7,Endogenous Enzyme,0.008035928,,,,Escherichia coli,rel0
"Phosphogluconate dehydrogenase (nadp+-dependent, decarboxylating)",1.1.1.44,Endogenous Enzyme,0.005479042,,,,Escherichia coli,rel0
Aspartate transaminase,2.6.1.1,Endogenous Enzyme,0.008218563,,,,Escherichia coli,rel0
Adenylosuccinate synthase,6.3.4.4,Endogenous Enzyme,0.007305389,,,,Escherichia coli,rel0
Enoyl-[acyl-carrier-protein] reductase (nadh),1.3.1.9,Endogenous Enzyme,0.007305389,,,,Escherichia coli,rel0
Glycerol kinase,2.7.1.30,Endogenous Enzyme,0.007670659,,,,Escherichia coli,rel0
Phosphoenolpyruvate carboxylase,4.1.1.31,Endogenous Enzyme,0.00310479,,,,Escherichia coli,rel0
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate n-succinyltransferase",2.3.1.117,Endogenous Enzyme,0.005479042,,,,Escherichia coli,rel0
Glycine dehydrogenase (aminomethyl-transferring),1.4.4.2,Endogenous Enzyme,0.004748503,,,,Escherichia coli,rel0
Fructose-bisphosphate aldolase,4.1.2.13,Endogenous Enzyme,0.005661677,,,,Escherichia coli,rel0
Adenylate kinase,2.7.4.3,Endogenous Enzyme,0.00694012,,,,Escherichia coli,rel0
Ctp synthase (glutamine hydrolysing),6.3.4.2,Endogenous Enzyme,0.005113772,,,,Escherichia coli,rel0
Glutamine-fructose-6-phosphate transaminase (isomerizing),2.6.1.16,Endogenous Enzyme,0.005661677,,,,Escherichia coli,rel0
Methionine adenosyltransferase,2.5.1.6,Endogenous Enzyme,0.005844311,,,,Escherichia coli,rel0
Glutamate-trna ligase,6.1.1.17,Endogenous Enzyme,0.005296407,,,,Escherichia coli,rel0
Cytosol nonspecific dipeptidase,3.4.13.18,Endogenous Enzyme,0.005479042,,,,Escherichia coli,rel0
Pyruvate kinase,2.7.1.40,Endogenous Enzyme,0.004748503,,,,Escherichia coli,rel0
Phosphate acetyltransferase,2.3.1.8,Endogenous Enzyme,0.004931138,,,,Escherichia coli,rel0
Alpha-galactosidase,3.2.1.22,Endogenous Enzyme,0.002556886,,,,Escherichia coli,rel0
Imp dehydrogenase,1.1.1.205,Endogenous Enzyme,0.004017964,,,,Escherichia coli,rel0
Dihydroxy-acid dehydratase,4.2.1.9,Endogenous Enzyme,0.006757485,,,,Escherichia coli,rel0
Tryptophanase,4.1.99.1,Endogenous Enzyme,0.00347006,,,,Escherichia coli,rel0
Methionine-trna ligase,6.1.1.10,Endogenous Enzyme,0.003652695,,,,Escherichia coli,rel0
Nad(p)+ transhydrogenase (si-specific),1.6.1.1,Endogenous Enzyme,0.002922156,,,,Escherichia coli,rel0
Beta-ketoacyl-[acyl-carrier-protein] synthase i,2.3.1.41,Endogenous Enzyme,0.00347006,,,,Escherichia coli,rel0
Glutamine synthetase,6.3.1.2,Endogenous Enzyme,0.002739521,,,,Escherichia coli,rel0
Gmp synthase (glutamine-hydrolysing),6.3.5.2,Endogenous Enzyme,0.002556886,,,,Escherichia coli,rel0
"Alpha,alpha-phosphotrehalase",3.2.1.93,Endogenous Enzyme,0.002374251,,,,Escherichia coli,rel0
Nucleoside-diphosphate kinase,2.7.4.6,Endogenous Enzyme,0.003652695,,,,Escherichia coli,rel0
Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),1.1.1.40,Endogenous Enzyme,0.005661677,,,,Escherichia coli,rel0
Argininosuccinate lyase,4.3.2.1,Endogenous Enzyme,0.002374251,,,,Escherichia coli,rel0
Acetate-coa ligase,6.2.1.1,Endogenous Enzyme,0.003287425,,,,Escherichia coli,rel0
Ribose-phosphate diphosphokinase,2.7.6.1,Endogenous Enzyme,0.003287425,,,,Escherichia coli,rel0
Triose-phosphate isomerase,5.3.1.1,Endogenous Enzyme,0.002374251,,,,Escherichia coli,rel0
Membrane alanyl aminopeptidase,3.4.11.2,Endogenous Enzyme,0.00347006,,,,Escherichia coli,rel0
3-deoxy-8-phosphooctulonate synthase,2.5.1.55,Endogenous Enzyme,0.003287425,,,,Escherichia coli,rel0
Argininosuccinate synthase,6.3.4.5,Endogenous Enzyme,0.003835329,,,,Escherichia coli,rel0
"Phosphoglucomutase (alpha-d-glucose-1,6-bisphosphate-dependent)",5.4.2.2,Endogenous Enzyme,0.002739521,,,,Escherichia coli,rel0
Glutamine-trna ligase,6.1.1.18,Endogenous Enzyme,0.002374251,,,,Escherichia coli,rel0
Glycine c-acetyltransferase,2.3.1.29,Endogenous Enzyme,0.003287425,,,,Escherichia coli,rel0
Phosphoserine transaminase,2.6.1.52,Endogenous Enzyme,0.003652695,,,,Escherichia coli,rel0
"Glutamate-1-semialdehyde 2,1-aminomutase",5.4.3.8,Endogenous Enzyme,0.002739521,,,,Escherichia coli,rel0
Branched-chain-amino-acid transaminase,2.6.1.42,Endogenous Enzyme,0.002556886,,,,Escherichia coli,rel0
